sound_id,split
8730,train
89494,train
189848,test
151740,val
160244,val
162224,train
360034,train
105628,train
114360,train
379507,train
33655,train
405070,train
398407,train
367313,test
257865,train
77707,train
187002,train
81,train
102705,test
40833,train
321768,val
60392,train
341432,train
69654,train
53564,val
102091,test
247135,val
121477,val
425992,train
28981,train
112647,train
109494,train
358240,train
170623,val
86737,val
71796,train
64958,train
32495,val
95948,train
26665,test
199254,test
223672,test
395832,test
87051,train
61779,val
202604,train
112188,train
146098,train
142677,train
337164,train
21432,train
48084,val
157374,val
162350,train
215562,val
372993,train
248480,train
102466,test
15360,train
112196,val
381359,train
209661,train
248298,train
345579,test
336589,train
115086,train
164179,test
58059,train
413622,train
133797,val
59053,train
335951,test
52436,train
46748,val
495551,val
154000,val
166049,train
323083,train
180295,train
196168,test
133659,val
95387,test
53604,train
49407,train
214485,train
94823,train
357832,train
62327,train
419042,test
50764,train
121457,train
188489,train
413874,train
4288,test
73090,val
403071,train
263052,train
24643,val
108155,train
153719,train
3266,train
387927,train
49855,val
19528,test
58051,test
59974,val
344353,train
211478,train
270465,train
11776,train
345556,train
73094,train
42266,val
5515,val
78794,val
393460,train
114093,train
86464,val
116926,train
258261,train
334915,train
156946,train
236419,train
370994,val
29477,test
128010,test
86755,train
387829,train
98650,train
40313,train
358859,train
61874,train
28252,train
247371,train
236598,test
373365,train
26019,train
105274,train
151088,train
419972,train
413833,val
25588,train
331379,train
354393,val
477311,train
174627,train
329555,train
76600,val
275367,test
76433,train
256579,train
18038,val
121072,train
156705,val
81990,train
8751,train
50718,train
104210,train
102380,test
85549,train
91746,train
39980,train
257094,test
272421,train
179263,train
40447,test
274000,test
348082,test
23476,train
19475,train
138453,test
417755,train
13908,train
80821,train
210632,train
56011,train
45946,val
10090,train
60774,val
5840,train
98783,train
408419,test
95629,val
86747,train
160309,train
253611,train
242931,train
79051,test
164617,train
375548,test
424786,train
330751,train
378713,train
32583,train
168075,test
102536,train
247944,test
137925,train
50194,train
121361,train
58604,train
327129,train
179924,train
193844,train
155046,val
50423,train
82003,train
78526,train
181071,val
90268,train
199202,train
48224,test
316029,train
36399,train
114154,train
147867,train
357554,val
17690,val
155203,train
194673,train
141161,val
242235,train
6635,train
50679,train
53842,train
357128,val
47338,train
75452,test
359205,train
371815,train
77296,test
69246,train
33130,train
74821,train
142854,train
63585,train
105362,train
360188,train
26935,val
153718,train
49020,train
84387,test
324122,train
58874,train
105223,train
40100,train
373973,train
467327,test
354904,train
218188,val
4532,train
222204,train
382669,train
336982,train
115085,train
6233,test
92402,train
247575,train
126543,train
390459,test
366413,val
390715,train
340712,train
103373,train
18281,test
237936,train
12681,val
211540,train
117786,train
37315,train
76715,train
270815,train
157580,val
78499,train
115417,val
32587,train
34182,train
46060,train
183639,train
20576,train
4816,train
11689,train
354794,test
21368,train
361091,train
326978,val
210835,train
94104,train
132579,train
182963,train
416869,train
247989,train
477031,train
254329,train
169807,train
78791,test
143038,val
51632,train
152092,train
28870,train
117940,test
51423,test
359353,train
119354,train
26693,train
204636,test
139001,train
88544,train
142862,train
238638,train
406848,val
102012,train
76982,train
49774,train
275009,train
194303,train
59617,train
111114,train
5791,train
108959,train
331230,test
217364,train
169317,train
17519,train
238873,train
117890,train
88470,train
372850,train
419329,train
106439,train
18273,train
43743,train
174237,train
54253,train
235551,train
144059,val
361186,val
107223,train
73712,train
15845,train
64238,train
146708,train
83118,val
80791,val
109903,val
27491,val
343987,train
252234,train
252513,train
57490,test
419032,train
68718,train
251765,val
415454,val
44,train
211499,train
45905,train
60805,train
26585,train
477025,train
63364,train
13085,train
336798,train
267451,test
236478,train
250526,train
68395,train
241497,train
156819,train
147932,train
439996,train
345261,val
209920,train
269007,train
395593,train
150114,train
50256,train
28748,train
105303,train
33477,test
5185,test
166934,val
24820,train
130099,test
164951,val
142011,train
11963,train
275580,test
105297,train
105333,test
372687,val
378622,train
128829,val
105949,train
10739,test
458036,val
113349,train
357469,val
38884,train
33652,val
92399,train
70270,train
477293,val
196010,val
266496,train
389214,train
127639,train
270440,test
167548,train
373718,train
54435,test
316602,train
80834,train
9562,train
43113,train
144191,test
34530,val
29438,train
191731,train
149808,test
373184,train
50272,train
444012,train
152852,train
35239,val
93452,train
162753,val
28765,train
417608,train
76593,train
14785,train
118898,train
241483,train
10594,train
270133,train
107960,train
202898,test
144843,val
425154,train
9333,train
188038,test
421874,train
273787,train
373723,train
83873,train
118741,test
109910,train
156703,val
18879,train
75707,test
180618,train
325701,test
213945,test
15225,test
170320,train
240280,train
87775,train
275460,train
1173,train
25262,train
374123,train
137632,train
73453,test
109635,val
477082,train
165998,train
321290,train
94742,val
248454,train
60640,train
333509,val
177137,train
358876,train
359067,train
38612,train
358261,train
14986,test
170539,train
276072,train
231992,train
67345,val
151326,train
241578,train
386179,train
433960,test
74697,train
244331,train
98385,train
180297,train
336769,train
191411,train
50917,train
157820,train
72251,val
17898,test
32545,val
144331,test
86427,test
397010,train
37241,train
31000,val
416430,train
101421,test
114445,val
45437,test
166479,train
39876,val
124681,val
382591,test
97591,train
51691,val
320301,train
18663,test
54902,train
40132,train
95616,train
113580,train
31747,train
130968,train
127621,train
97756,train
171707,train
491747,test
137661,train
818,train
133360,train
41793,train
142867,train
148510,train
133165,train
27641,test
354199,val
103614,val
113284,val
183718,train
10933,val
383609,train
354247,train
91041,train
41762,test
362186,train
354688,train
494701,test
424847,test
418407,train
174722,train
413688,train
402095,val
214729,train
30880,test
130514,val
477302,train
135762,train
484436,train
20539,train
380514,train
458035,train
200926,train
477305,train
165142,test
159439,val
140204,val
28614,train
27367,test
371915,train
243630,train
164592,test
48189,train
78868,val
115440,train
108678,train
94987,val
60829,train
52268,train
57322,train
5577,train
212050,train
28861,train
126862,val
353793,val
154730,test
337235,train
338088,test
220594,train
102397,train
40509,train
44627,test
216754,train
9386,train
53277,test
27952,train
86578,val
35139,train
15957,train
241830,train
357142,train
267954,test
427699,val
187314,train
13906,test
8753,train
68688,test
244968,val
334648,val
33280,train
349240,train
106955,train
208921,train
240138,train
200908,train
76617,train
93406,train
377065,train
50186,train
377589,train
424791,train
408417,train
18054,train
35884,val
101233,test
395828,test
273050,train
267249,train
64778,train
429075,test
405262,train
112289,train
3814,train
349396,train
109192,train
68013,train
146335,train
425768,val
329136,train
246529,train
214565,train
231957,train
354948,train
75105,train
257858,train
356039,train
127158,train
72303,val
133270,train
210650,train
176883,val
200631,train
183055,train
165235,train
325378,val
373982,train
133503,train
184818,train
16768,train
159777,train
164828,train
10481,test
12001,train
3334,train
60408,train
354258,train
377386,val
372684,train
354205,train
41664,test
119680,train
56532,val
109119,train
59244,train
54803,train
48995,train
169181,train
17561,test
179905,test
87954,train
82810,train
96346,train
42813,train
114443,train
138971,train
4073,train
15880,val
352066,train
328411,train
65455,train
153246,train
205079,train
185742,train
315648,train
28924,train
187791,test
339650,train
115922,train
257052,test
994,train
185809,train
10418,val
182991,train
246563,train
137565,train
359700,train
105725,train
11668,train
160263,train
222923,val
163018,train
374108,train
10723,train
373898,test
249118,test
142845,train
36774,train
249049,train
249073,train
107328,train
26540,test
58622,train
276826,train
2636,test
7883,test
382250,train
404053,train
33895,val
39992,test
115331,test
370941,val
188717,test
154020,test
377774,train
221790,train
61224,val
238662,val
77280,train
231462,train
191609,train
246061,train
172951,train
420942,train
86441,train
104390,train
231686,train
86248,val
169623,train
45923,test
72230,train
402801,val
98876,train
209045,train
38970,train
192353,train
112662,train
109087,train
58231,val
125557,train
183162,train
81909,val
34195,train
118585,train
29961,train
212397,train
101811,test
236347,train
236348,train
9542,test
86399,train
376006,train
114126,test
141191,val
166109,train
316646,train
72882,train
19217,test
236418,train
252218,train
98019,train
91079,train
106445,train
124022,train
105622,train
374116,train
251145,test
44365,train
155223,test
163565,train
39875,val
173841,train
58665,test
142719,train
20190,train
160570,train
72963,train
75253,train
146544,train
10553,train
249132,train
8241,test
222317,train
105637,train
148244,train
26544,train
354318,train
97649,train
116767,train
54279,train
356891,train
91977,train
66432,val
61772,val
173889,train
16466,val
427227,train
390706,train
88971,train
83537,train
28983,test
366757,train
249546,test
119094,train
263947,val
132951,train
207487,train
117089,train
378309,train
151446,train
99692,val
276113,val
43673,test
103995,train
315935,train
219784,train
56522,train
339901,train
121369,train
63921,train
15791,test
127622,train
160574,train
149988,test
66608,train
236402,test
99435,train
401817,test
47668,train
252523,train
171597,train
54771,test
213375,train
146946,test
15123,train
122299,val
420276,train
334093,train
255812,test
214369,test
59605,train
31002,val
156750,train
348309,test
31647,test
112270,test
157819,val
101313,train
261854,train
48160,train
150958,val
34966,train
61714,test
54213,train
50183,train
50270,test
40349,train
95383,train
438928,train
130570,test
24115,train
231490,val
50785,test
147216,val
23072,train
145653,train
418410,train
24036,train
37284,train
43213,train
53296,train
44910,train
318758,train
80526,test
222390,train
28410,train
124276,test
256954,train
203649,train
414503,train
102360,train
18714,train
42826,train
63741,train
132805,train
396977,train
64277,train
261413,train
328643,train
154237,train
249080,val
337964,val
382848,train
37228,train
16782,train
71709,train
76726,train
164053,train
65946,train
38592,train
109140,train
58364,train
51022,train
187611,train
75099,train
78665,test
33542,test
127207,val
52786,train
95034,train
40988,train
373915,train
92969,train
45113,train
114124,test
64557,train
236682,train
265544,train
93876,train
17932,train
107722,val
11602,train
169800,test
144065,train
50304,train
9657,train
71,train
82785,train
402021,train
354279,train
154288,train
359724,train
356682,train
67843,train
72300,train
36395,train
107606,train
329780,train
352856,train
83438,test
79236,train
68898,train
26781,train
6520,train
346506,train
363169,train
153532,train
365569,train
19245,train
327912,train
20658,train
402605,train
85722,train
272478,train
392063,train
254389,train
421832,train
166182,train
325459,test
79636,train
50266,val
116669,train
90440,train
234950,train
241500,test
372236,train
92971,val
109934,train
66884,train
66363,val
15833,val
6055,train
39327,train
97301,train
354929,train
244457,train
198257,train
264351,train
15555,val
160262,train
25698,train
359799,val
119307,val
90431,train
10525,train
142837,train
10434,val
357464,test
105902,test
84063,test
146653,train
372674,train
76667,train
200039,train
113270,train
359680,val
26559,train
28597,train
269478,train
133674,val
20458,train
270729,test
360673,val
2980,train
366957,train
174439,test
95820,val
45919,train
80522,train
164183,train
166386,train
95694,train
91748,train
350724,train
34067,train
112265,train
15422,train
50913,train
62591,val
176136,train
75855,val
20530,val
184203,train
51552,val
88836,val
344597,train
171184,test
386354,train
354696,train
357210,train
251305,train
206122,train
222458,val
479408,train
61718,val
93868,train
414260,train
29304,train
53458,train
336494,train
57481,train
150363,train
47140,test
219488,val
193864,train
29124,test
99243,train
193830,test
190579,val
352379,train
54099,train
64804,train
7939,train
221843,train
231972,test
39915,train
39550,train
6961,train
374184,test
121045,train
125149,val
26464,test
40028,test
332505,train
50486,val
236812,train
169119,train
254573,train
45993,test
65441,train
36093,train
344666,val
39538,train
341070,train
3247,train
375999,train
316572,train
109608,val
33303,train
378568,val
60753,train
188224,val
340716,train
3746,train
233715,test
34595,train
366576,train
197866,train
194743,train
102045,test
86458,train
239581,val
72240,train
90350,train
102858,train
82700,test
236392,train
36937,train
101309,val
202302,train
61768,train
123812,val
92948,train
237683,train
168443,val
86422,train
26275,val
236668,train
57735,test
86463,train
92371,test
321785,train
80714,train
381487,test
246661,train
275100,train
58023,train
357443,val
6376,test
247182,train
13464,test
97027,train
194370,train
3952,train
111657,train
327843,train
148525,train
36325,val
357511,train
153636,train
66610,train
121762,train
144556,train
80818,train
163311,train
150913,train
152708,train
37358,train
173893,train
119674,train
10503,val
130406,train
131032,train
84746,train
3815,train
165616,train
256557,test
333275,train
115569,train
50286,test
96545,train
4053,test
18881,val
362330,train
48078,val
201203,train
67306,test
136275,train
105406,train
5797,train
176965,train
127629,train
38665,train
149437,train
38388,train
158612,train
36628,train
7068,train
121605,train
109593,val
54269,train
3742,val
267089,train
231628,train
94291,train
416286,test
8723,train
93079,train
390858,train
274480,train
85949,test
359442,train
523,test
341200,train
175402,train
249873,train
156183,val
189695,test
276056,test
148230,test
62849,train
40036,train
90920,train
39328,train
23306,train
302523,train
139824,test
88446,train
33970,test
234301,train
477228,test
63395,val
201013,train
240097,train
68051,train
74383,val
187586,train
148034,train
96757,train
122789,val
82283,train
164375,train
123125,val
118944,train
104322,train
99635,train
324783,train
91629,train
11990,train
373711,train
146610,train
10992,train
122423,train
64253,val
356680,test
58068,train
105904,train
210666,val
25642,val
10965,train
138905,train
10504,test
3867,test
419274,train
173754,test
173805,train
153404,train
121023,train
65655,train
332600,train
247551,train
42987,train
24814,val
10730,train
355197,train
96984,train
387931,train
97836,val
174924,train
253603,val
3465,train
77026,val
98211,train
107728,train
360620,train
42356,train
140342,train
144337,test
124855,train
40355,val
15918,val
377585,val
29654,test
86469,val
424295,train
91428,train
81345,train
146496,train
142652,train
26557,train
105627,train
160312,train
84028,train
92944,val
40945,val
74952,train
21335,train
111020,train
169041,train
82932,train
153502,train
152344,train
431533,train
360484,train
28929,train
62630,train
35138,train
422158,train
242017,train
253973,train
110107,train
134846,test
5677,test
91925,train
345489,train
16102,test
14945,test
13925,train
335281,val
152853,train
370732,train
78842,train
171513,train
27059,val
54206,train
155707,train
102403,train
116625,train
359602,train
182557,train
21117,train
18557,test
56058,train
394142,train
23561,train
354930,train
45464,test
78729,test
252808,train
373298,train
46682,train
28314,train
102863,train
53694,train
77747,train
17521,train
66096,train
172592,train
17507,train
74391,train
58174,train
56565,val
441156,val
115563,val
36122,train
477261,train
153649,train
146623,test
359743,train
253231,train
354193,train
373731,train
154105,train
10702,train
359381,train
153842,train
247060,val
374532,test
358608,train
153606,train
35932,test
80788,train
26561,test
33148,train
64551,test
354229,train
179337,train
8884,train
14222,train
16389,train
336891,test
15630,train
231452,train
12760,train
209772,train
211902,train
398705,test
221614,train
78862,train
192057,train
264144,train
105537,train
2767,train
64747,train
136408,train
176282,test
26215,val
177139,train
76987,train
110123,train
140825,val
69096,train
80789,train
22691,train
64168,train
166427,train
165289,train
89552,train
242262,train
339645,train
188822,train
4430,train
70983,test
89438,train
434603,test
47296,val
355757,train
458030,test
9320,train
338258,test
428299,test
89441,val
37592,train
40882,test
246067,train
424402,train
386921,train
245268,train
5649,train
113579,test
46697,train
259999,train
319700,val
198434,train
155639,train
367819,train
263668,train
86478,train
23998,test
157770,val
370166,train
11603,train
164057,train
86346,train
85957,train
82784,val
178849,test
250383,train
323702,train
116793,train
99510,train
56513,train
146693,test
2532,train
188089,train
402020,train
59962,train
119450,train
86429,train
63342,train
215935,train
86952,test
185529,train
111094,train
96174,train
148813,val
32550,train
175965,train
23741,val
190675,train
359827,train
108770,test
109897,train
175681,train
8437,train
330925,train
39325,test
427795,train
217543,val
167900,train
387467,train
120110,train
413684,test
40271,train
61856,train
46066,val
265677,val
169157,train
17057,train
146561,val
153096,val
198248,test
164192,train
136304,train
236455,train
94637,train
17737,train
112213,train
10546,train
116893,test
82001,train
182935,test
68409,test
55936,val
97644,train
239860,train
45583,train
33307,train
75228,train
146613,train
316902,test
373613,val
72333,train
146640,val
136957,test
67341,train
156734,train
50322,train
21385,test
197450,test
132230,train
127121,train
220817,val
17902,train
15928,test
30026,test
391290,train
39932,train
232634,train
396464,test
188756,train
78877,val
327677,train
151718,train
16378,train
85731,train
151981,test
336586,test
359425,train
29414,train
60837,train
109530,train
233205,val
164658,train
84420,train
372390,train
174035,val
20021,train
148814,train
79089,train
76685,val
61515,train
164085,train
189852,train
171608,train
20697,train
91761,train
155094,train
42629,train
157491,train
122605,train
194925,train
127192,test
161681,train
94636,train
87685,val
28165,train
17698,train
355016,train
193344,val
95388,train
54123,train
92062,train
201127,train
22906,val
12672,train
170549,test
372842,train
149395,train
4268,test
270720,train
395407,train
116356,val
261420,train
26932,train
124025,train
426907,train
263534,test
50182,val
61785,train
236370,train
433721,train
19188,train
61985,test
360462,train
132807,train
31527,train
147139,train
44655,train
93370,train
137909,val
148607,train
371913,train
325255,test
274853,train
125063,test
412528,train
328761,train
187267,train
334683,train
97371,train
166950,train
160254,train
199492,train
374393,train
11016,val
249008,train
50946,train
358016,test
136047,test
247139,train
6517,val
355961,train
373820,train
25693,train
359435,val
247247,train
12782,train
3321,train
352386,train
191678,train
171270,val
239237,train
348830,train
412543,train
124429,train
96840,train
101331,train
326782,train
85362,train
145481,test
50810,test
51680,train
127314,train
102825,train
64185,train
33447,train
160911,val
82024,train
39617,train
67828,val
57670,train
146844,val
158982,train
16835,train
346504,train
325657,train
412542,test
404407,test
5509,test
399740,train
169282,train
108469,train
115496,train
152614,train
216388,test
109594,train
60475,train
184483,train
11647,train
100347,train
38250,train
358077,train
82177,test
354263,train
114105,train
420464,val
79480,val
374710,test
33927,train
116378,train
146487,test
358197,train
384069,train
22686,train
67865,train
61915,test
35956,train
116902,train
97832,train
137898,train
104670,train
123040,train
86470,train
72883,train
402711,train
102839,val
73,train
362503,train
83974,train
59609,val
102437,train
215674,train
86438,train
9748,train
75021,train
36494,val
247477,train
199867,test
35944,train
270602,val
419027,test
426039,train
109574,train
423740,val
240096,val
432407,train
302515,train
85335,test
1283,train
414203,val
153411,train
491279,train
477099,train
66598,train
164875,train
59043,train
75978,train
49084,test
69095,train
73517,train
65396,train
155282,train
144141,train
104392,train
65537,train
104105,train
159435,train
146870,test
56171,test
104998,train
164387,train
86344,train
134055,train
373926,val
145409,train
147523,test
63682,test
214716,train
38238,val
321741,val
170102,train
40462,test
352681,test
157328,train
47303,val
171596,train
414085,train
354833,train
54486,test
104218,train
109620,train
239136,val
3345,train
11788,train
373207,test
38457,val
219259,train
72341,test
148252,train
85804,test
153826,train
153595,train
10810,test
354373,train
338167,val
115929,train
27872,train
232635,train
376036,train
88915,test
89331,train
3891,train
153588,val
154003,train
156098,test
108928,train
86425,train
104003,test
117226,train
92391,train
91081,train
381275,train
340481,train
61759,train
156767,train
399536,train
408487,train
26937,test
54455,val
364654,train
2993,train
155573,val
28915,train
213453,test
389427,train
267486,train
213160,train
62139,train
153039,test
75525,test
29722,test
68654,train
395282,train
118723,train
5581,val
22753,train
80079,val
130136,train
86767,train
47230,train
27694,train
180328,train
23771,val
163603,train
33196,train
86960,train
259978,val
117625,train
91765,train
63232,train
100843,train
123691,train
179339,train
53683,test
17556,test
3751,val
62509,train
142593,train
119560,train
47874,train
126123,val
23586,train
78623,train
411919,train
415445,val
13640,train
170313,train
347033,train
238394,train
252712,test
196071,test
50171,train
16665,train
68058,train
26219,train
106467,train
50422,train
102105,train
28056,train
43176,train
72555,test
411222,train
141826,train
109562,train
378698,train
186394,train
50577,train
335518,train
15728,train
168028,test
87680,train
272387,train
8762,train
18107,train
205826,train
66284,train
434951,train
249476,train
90190,train
27353,train
250063,train
135846,train
162025,train
50197,train
209685,train
26550,train
26602,val
239856,train
360851,test
373276,train
372646,train
261038,train
373604,train
39206,val
414615,train
399045,train
105873,val
137562,train
19155,train
113090,test
193784,test
50269,val
319113,train
125596,val
354196,train
84052,train
353473,train
136966,train
4281,test
390700,test
368505,train
74544,train
46731,train
365007,train
16208,train
155569,train
103193,train
192790,train
28628,train
114065,train
58052,val
116428,test
3652,val
19822,val
248444,train
327432,train
142848,train
390712,train
110162,train
80190,val
114347,train
132911,train
118956,train
81574,test
236492,test
63618,train
29321,train
151808,train
418632,test
146858,val
365548,train
383671,train
68740,train
247258,train
50316,train
361910,test
243570,train
22778,train
153602,val
158772,train
133856,train
130753,train
441157,train
69961,train
63466,train
246887,train
178825,train
240347,train
60155,train
161924,test
218418,train
239509,train
125243,train
35441,train
41784,train
72077,train
27312,train
151591,train
58907,test
109545,train
148495,train
214732,train
108877,train
44615,train
53493,train
374735,train
87315,train
75223,train
16435,test
64187,train
373612,train
207167,train
33793,train
114111,train
340926,val
13463,train
261193,test
200940,val
142655,train
183062,train
120654,train
333403,train
24647,train
250380,train
324746,train
368431,train
146432,test
69811,train
97642,test
23910,train
219212,train
61231,train
235166,train
105291,train
190028,val
136953,val
9548,train
271416,train
114330,train
424706,train
245110,train
152594,val
121472,test
216009,train
199203,train
20620,test
88931,train
109126,test
15922,val
14007,val
20017,train
82816,train
13041,val
172863,train
222213,test
127671,train
357171,val
344150,train
51035,val
89959,train
104528,train
184798,train
10133,train
61562,test
161278,train
1263,train
71087,val
5514,val
69726,train
151045,train
354188,train
163496,train
125582,val
358657,train
162692,train
157195,train
89895,train
64607,val
406243,test
428989,train
127231,train
239659,test
240804,val
211903,train
343165,val
135698,train
246937,val
86836,train
93334,train
332914,train
58656,test
100904,train
222341,train
1375,test
157018,test
244452,train
33694,train
96727,train
23667,train
425440,train
27054,val
97512,train
60052,train
137535,val
427113,train
101408,train
235724,val
79449,train
170563,train
261488,train
247203,val
233830,train
136306,train
372322,train
47040,train
120973,train
98739,train
91078,train
366632,test
58034,train
412162,train
381483,train
5194,train
130042,test
25355,train
28776,train
158604,test
86680,train
343613,val
198251,train
105836,train
114188,train
195739,train
410678,train
160306,train
105924,train
5627,train
4269,train
374959,train
34180,val
33439,test
42845,train
29193,val
221532,val
10424,train
195300,train
83437,train
104766,train
137121,test
220582,test
340594,train
117223,train
93368,train
78795,val
62501,train
382023,train
57410,train
118859,train
59726,train
30987,train
48315,train
331608,train
222344,train
330400,train
393818,train
58510,train
201990,train
87773,test
158610,train
18880,val
164173,train
1053,train
23913,val
236565,train
117219,train
379468,test
52833,train
357489,train
395241,train
72291,train
58507,train
354736,train
383494,train
5680,val
379750,test
18665,train
356479,train
377266,test
86401,train
84031,train
116366,train
161948,test
373558,test
41588,train
359706,train
369285,val
153552,train
212703,train
112779,train
64282,train
189508,train
40302,train
33257,train
48589,train
402141,train
156042,test
20022,val
241210,val
128309,train
386593,val
50257,train
5197,train
50274,train
69813,test
176226,val
165746,test
104888,train
15568,test
386111,train
14946,val
416364,train
344559,train
42904,test
163007,test
237948,train
248880,val
79390,train
119355,train
109616,test
423853,test
332000,test
62311,test
14956,val
179543,train
195272,train
11505,train
380043,train
71120,train
210684,test
246687,train
35836,test
168878,train
382490,train
241492,train
150161,test
242241,train
60781,val
263949,train
374357,train
355124,train
157248,train
251130,val
26600,test
104338,val
170332,train
57209,val
160017,train
6986,val
372939,test
332318,train
10827,train
188886,test
363684,test
428164,train
51261,train
236557,train
63892,val
38395,train
407754,train
73454,train
65340,test
102190,train
435557,test
63391,val
62109,train
127375,train
22127,train
32284,val
193635,train
357903,train
106481,train
104029,val
59122,train
23859,train
200900,train
165070,val
136032,train
184237,test
374836,test
209965,train
31725,train
216763,train
114163,train
61709,val
414752,train
136302,val
20381,train
10521,train
39622,train
353207,test
398032,test
39531,train
393632,train
50857,train
148355,train
27503,test
349514,train
102348,train
356451,train
192413,train
136991,val
254644,train
28377,train
377137,train
154010,train
276948,train
257609,test
379748,train
203111,train
244012,val
111011,train
172314,train
24601,test
397375,test
429057,train
50373,train
321200,train
374736,train
414030,val
27558,train
423791,train
417116,train
156784,train
12002,test
386254,train
261199,train
426906,train
76322,train
161967,train
153670,train
79391,train
259170,train
10502,train
337000,train
187135,val
96158,train
120470,train
28831,train
372408,test
4528,test
10942,train
178605,test
128833,train
386358,train
371157,train
69590,train
58273,train
26070,train
158973,train
171464,train
61719,train
179233,val
168058,train
64184,train
58293,train
113277,train
157436,train
40405,test
274877,train
237210,test
15923,val
407932,test
237958,train
83992,train
146095,train
239141,train
61778,train
77309,train
126853,train
166345,train
381467,train
164175,test
65517,val
152351,train
90278,test
51354,train
50301,val
102027,test
345133,train
109543,test
71862,train
1054,test
29825,val
104388,train
38943,test
51479,val
55959,val
152980,train
29062,test
11926,train
86705,val
163012,test
11257,train
417835,val
6229,test
118275,val
32605,train
158971,train
28591,test
127171,train
177845,train
160379,train
48057,train
41102,train
188477,test
242232,train
251172,train
336996,train
40903,test
15641,train
218988,test
184271,val
256414,train
184689,train
67744,train
54387,train
85694,train
127625,test
50196,train
123039,val
20536,test
114157,test
165034,test
189830,train
271514,train
154220,train
182992,train
34896,val
219772,train
204649,train
18593,val
764,test
18563,train
114103,train
188940,train
69470,train
383688,train
105645,train
84000,train
10134,train
418949,train
24103,train
24728,train
6028,train
169810,test
376031,train
25068,train
382835,val
76497,train
64466,test
1945,train
387698,test
148534,train
54388,train
78493,val
73753,test
10497,train
417786,train
426389,train
137658,train
84563,test
415428,test
165356,test
109152,val
419738,val
29004,train
369070,train
104430,train
60793,train
119395,train
45063,test
161250,test
315932,train
11849,train
5504,train
359816,test
216534,train
51105,val
107141,train
483494,train
104783,train
190582,val
84099,train
31821,train
247166,val
348081,train
104650,train
33189,val
58928,train
76560,test
85901,train
33306,val
1127,val
236350,train
383615,train
199880,val
377814,train
121017,train
183408,train
373670,train
109622,test
247511,test
50250,train
2689,test
14854,train
110317,val
263078,test
59509,val
132812,train
30877,test
117234,train
164164,train
45001,train
143613,train
29028,train
408101,val
80119,val
233807,train
41503,train
262213,train
357922,train
29437,test
44881,train
52419,train
184217,val
9350,train
153542,train
162091,train
374504,val
152105,train
50189,train
54535,train
24650,train
119281,train
34511,test
58415,train
55059,train
73757,train
176539,train
9656,train
414985,train
213698,train
109953,train
238581,test
92260,train
5754,test
32870,test
57519,train
115088,train
372392,train
373880,train
27071,train
64595,train
78737,train
65652,train
181232,train
45022,train
15607,val
69338,train
214394,train
61321,val
427812,train
114136,val
86419,train
373361,train
24642,train
171248,train
270718,train
158594,test
239517,train
236657,train
171118,train
257375,train
79173,train
26661,test
352194,train
276057,train
352958,train
35289,val
354273,val
424109,test
42368,train
356460,test
204179,test
320166,test
18073,train
273994,train
105901,val
274751,val
131114,test
414805,val
10867,train
79277,train
64199,val
373602,test
268011,train
25691,train
63378,train
161933,train
249847,train
325881,train
248475,train
235190,train
131239,train
432115,test
28440,train
169933,val
374099,train
57503,train
133227,train
33909,train
11768,train
63583,train
61762,test
377584,train
259590,train
62256,train
236449,test
114165,train
133792,train
266481,train
517,test
156641,train
28316,train
143583,train
45125,train
275891,train
10109,train
183082,val
54754,train
81992,train
157642,train
110359,train
155206,train
26269,train
51483,train
379033,train
343098,train
96462,train
2700,train
204003,train
32405,train
114430,train
29893,test
467337,val
4854,test
195544,train
75949,train
177605,val
186944,train
217356,train
20418,val
38215,train
241517,train
383574,train
11700,train
137934,test
151723,test
235103,train
138125,test
427196,train
68382,train
114336,train
28756,val
2713,train
183750,train
108056,val
165285,test
166238,test
358195,train
152331,train
371151,test
382589,val
76661,train
23756,val
142762,test
10086,train
192092,train
166106,train
427941,train
28011,train
40446,train
20630,train
64249,test
186340,test
77343,train
121222,train
3466,test
368347,test
127373,train
84103,val
474796,train
327133,train
374920,val
45987,val
28006,val
31259,train
105833,train
19799,train
95323,train
358306,train
326959,train
235418,train
19154,val
191849,train
366335,test
50295,train
83986,val
40320,test
189381,train
142682,val
138768,train
148945,train
153738,test
423744,test
199173,test
64100,train
59031,train
40396,val
135208,val
37940,test
254621,train
138571,train
151354,train
52758,train
76892,test
356449,test
111776,train
399351,train
360063,train
53786,train
27355,train
29214,test
193809,val
137602,train
10825,train
11823,train
29503,test
76648,train
94010,train
231495,test
420264,train
101834,train
104609,val
60638,test
38293,train
177887,train
114145,train
379260,test
372853,train
232929,train
414358,train
333610,train
163115,val
49235,val
210319,train
18456,train
29920,train
76418,train
19761,test
247234,train
105831,train
247735,train
427387,train
554,val
50569,test
67182,train
173096,train
127590,train
12956,train
193966,train
156728,train
144676,train
262426,val
214420,train
137429,train
354999,train
45819,train
160767,train
130650,train
64290,train
343901,train
245200,val
171168,val
120823,train
11923,train
185999,test
248775,train
268215,test
420324,test
189386,train
94687,train
120674,train
45405,train
372481,train
72340,train
56950,train
110160,train
91584,train
210631,train
373333,train
6305,train
153690,train
109483,train
156799,train
59457,test
464325,train
42814,train
423106,train
170857,val
139988,train
321643,train
86972,val
239333,train
59773,train
388826,train
10088,train
345264,train
431435,train
189626,train
77061,train
114070,train
171194,train
397588,train
10495,train
