uploader,n,mean_label_quality_score,clean_rate,noisy_top_mismatch_rate,pseudo_label_rate,same_class_rate,dominant_class,dominant_top
Thimblerig,2,0.5052053820031752,0.5,0.0,0.0,0.5,m-m,m
heavensizeseven,3,0.505403610399502,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,fx-h,fx
madracha,16,0.5055200459646096,0.375,0.0,0.4375,0.375,fx-m,fx
MaxuJakku,17,0.5061856941147574,0.17647058823529413,0.0,0.11764705882352941,0.4117647058823529,is-e,is
cathy.doss,7,0.5071584844803992,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,ss-u,ss
Melon11,8,0.507796407832945,0.375,0.125,0.25,0.5,ss-u,ss
Headphaze,1,0.5083642689835226,0.0,0.0,0.0,1.0,is-e,is
quetiapinvm,2,0.5085776781717606,0.0,0.0,0.5,0.5,fx-ex,fx
GAVOSNAYA,13,0.5094431577884909,0.3076923076923077,0.0,0.15384615384615385,0.5384615384615384,ss-u,ss
forestfjord,9,0.5095563545208992,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444444,ss-n,ss
het_HCKM_DS_huis,2,0.5098752291211015,0.5,0.0,0.0,0.5,fx-h,fx
felinorama,3,0.5104553086954978,0.3333333333333333,0.0,0.0,0.3333333333333333,ss-u,ss
Karma_Gally,2,0.5107701627576926,0.5,0.0,0.0,0.5,fx-el,fx
kgosales,1,0.5110407044266592,0.0,0.0,0.0,1.0,ss-i,ss
nfrae,3,0.5114564807261541,0.0,0.0,0.0,0.6666666666666666,fx-el,fx
mysticvoices,2,0.5115707089911113,0.5,0.0,0.0,0.5,is-w,is
cartavetrata,31,0.5119095161523646,0.3225806451612903,0.03225806451612903,0.12903225806451613,0.4838709677419355,ss-u,ss
Frontmusic,3,0.513315693063925,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,fx-o,fx
its-slava,9,0.5134830945385299,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,fx-el,fx
ATBGD,2,0.5144797854026235,0.5,0.0,0.0,0.5,m-si,m
Unknown_Audio,7,0.5145727397984015,0.2857142857142857,0.0,0.0,0.42857142857142855,fx-el,fx
PerryKash,1,0.5152657228744202,0.0,0.0,0.0,1.0,fx-el,fx
harrisonlace,26,0.5159008962266206,0.3076923076923077,0.038461538461538464,0.23076923076923078,0.5,m-sp,fx
BethanyW,2,0.5161500592295996,0.0,0.0,0.0,0.5,sp-s,sp
jesterdyne,2,0.5165816662780566,0.5,0.0,0.0,0.5,ss-s,ss
NightDrawr,9,0.51665658024064,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,fx-el,fx
doylechurchill,2,0.5167209482314229,0.5,0.0,0.0,0.5,fx-ex,fx
fudgealtoid,3,0.5168162489433575,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,fx-o,fx
user10247878,1,0.5169395866157755,0.0,0.0,0.0,1.0,ss-n,ss
lehn3372,2,0.5170289223180013,0.0,0.0,0.0,0.5,fx-o,fx
P.Romeijn,4,0.517161416540008,0.25,0.0,0.0,0.75,ss-n,ss
Averagejoe25031,2,0.5172121144055114,0.5,0.0,0.0,0.5,fx-a,fx
George_Papargyris,71,0.5174521587283589,0.36619718309859156,0.056338028169014086,0.23943661971830985,0.4647887323943662,ss-n,ss
Snoops_Audio1,11,0.5180181975704469,0.36363636363636365,0.0,0.09090909090909091,0.5454545454545454,fx-el,fx
Dreadman247,5,0.518073818046906,0.2,0.0,0.2,0.6,fx-h,fx
philipquintonsound,4,0.5183087795273276,0.5,0.25,0.0,0.5,ss-i,ss
madmerv,3,0.5199664603072898,0.0,0.0,0.0,0.3333333333333333,m-sp,m
irenecantur,2,0.5203009371154308,0.5,0.0,0.0,0.5,fx-o,fx
garandM1,5,0.5207104044980551,0.4,0.2,0.4,0.4,ss-n,ss
LakorpSound,4,0.52132586807291,0.5,0.25,0.25,0.5,m-m,m
Andy21x,19,0.5213568620346115,0.21052631578947367,0.0,0.47368421052631576,0.47368421052631576,is-e,is
crumptetr,3,0.5218969103896024,0.3333333333333333,0.0,0.0,0.3333333333333333,fx-o,fx
giobeb,3,0.5224225494127249,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,fx-ex,fx
JoelMcDaniel,15,0.5226547972487107,0.26666666666666666,0.0,0.3333333333333333,0.4666666666666667,ss-n,ss
Sarahussain374,4,0.522950011430185,0.5,0.0,0.25,0.5,fx-a,fx
midge-f,7,0.5231084561250684,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,is-e,m
KhaledDZ,3,0.5233009759534885,0.0,0.0,0.3333333333333333,0.6666666666666666,ss-n,ss
Markrichter,2,0.5235539915722395,0.5,0.0,0.0,0.5,sp-s,sp
amaiasagasti,17,0.5239440582631486,0.35294117647058826,0.058823529411764705,0.0,0.47058823529411764,m-m,m
pbimal,4,0.524407749784785,0.5,0.0,0.25,0.5,m-si,m
CypressSoundscapes,6,0.5244925855008621,0.3333333333333333,0.0,0.0,0.5,ss-n,ss
bzakirasantjago,1,0.5250964380032707,0.0,0.0,0.0,1.0,fx-ex,fx
ocramrudiger,4,0.5251362112341865,0.5,0.0,0.0,0.5,fx-n,fx
EvaMusik,8,0.5252987740479785,0.25,0.0,0.0,0.5,sp-p,fx
JORDI77RS,6,0.5258461786573182,0.5,0.16666666666666666,0.0,0.5,fx-n,ss
Maadraim,36,0.5264023198456421,0.16666666666666666,0.027777777777777776,0.0,0.6388888888888888,is-e,is
hotpin7,29,0.5268454274836298,0.27586206896551724,0.034482758620689655,0.20689655172413793,0.5172413793103449,fx-el,fx
elvish_paisley,15,0.5272750442622544,0.06666666666666667,0.0,0.0,0.6666666666666666,fx-ex,fx
Dawix67.mxf,7,0.5273667900296534,0.0,0.0,0.0,0.8571428571428571,fx-el,fx
wichogarcia,8,0.527840367156955,0.25,0.0,0.125,0.375,fx-m,fx
ANARKYA,4,0.5278527526605815,0.25,0.0,0.25,0.5,ss-s,ss
adrianornhagen,11,0.5288681879185485,0.36363636363636365,0.0,0.0,0.45454545454545453,fx-el,fx
Wavewire,90,0.5292222613783601,0.35555555555555557,0.011111111111111112,0.044444444444444446,0.4777777777777778,fx-el,fx
StockingKitty,2,0.5297450092466205,0.5,0.0,0.0,0.5,sp-s,sp
Dani_S.T.,9,0.5299877790516623,0.2222222222222222,0.0,0.0,0.5555555555555556,ss-u,ss
alexclaunch,3,0.5305782960339996,0.0,0.0,0.0,1.0,ss-i,ss
habibasallam,3,0.5311158031085231,0.0,0.0,0.3333333333333333,0.6666666666666666,ss-u,ss
ThaisMontanari,2,0.5314350150200575,0.5,0.0,0.0,0.5,ss-i,ss
danielaolivares25,15,0.5314983541908965,0.3333333333333333,0.0,0.06666666666666667,0.5333333333333333,fx-h,fx
meisterleise,2,0.5320794610817728,0.5,0.0,0.0,0.5,ss-u,ss
Snapper4298,8,0.5327756276326213,0.5,0.25,0.125,0.5,is-p,is
Metris,19,0.5328781017252195,0.3157894736842105,0.0,0.10526315789473684,0.5789473684210527,fx-el,fx
sunglitters73,1,0.5332907521278778,0.0,0.0,0.0,1.0,fx-ex,fx
paisagemsonoraunila,8,0.5340708758532597,0.25,0.0,0.25,0.5,ss-u,ss
TheLastOneOnEarth,10,0.5347172834999765,0.4,0.1,0.3,0.5,ss-n,ss
earthpages,2,0.5350179432849065,0.5,0.0,0.0,0.5,ss-s,ss
adiantheman,4,0.5353181700180656,0.25,0.0,0.5,0.5,fx-m,fx
stevemoser,8,0.5353659422567834,0.375,0.125,0.5,0.375,fx-m,fx
felix.blume,3,0.5371818195157744,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-a,fx
Froey_,10,0.5379967242940913,0.3,0.0,0.3,0.4,fx-el,fx
eZZin,1,0.5387968500987611,0.0,0.0,0.0,1.0,fx-a,fx
ChristmasKrumble666,7,0.5388641829426466,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,m-si,m
Nate_tha_Late,9,0.539378789024639,0.3333333333333333,0.2222222222222222,0.0,0.5555555555555556,m-m,m
MuSiCjUnK,18,0.5394677612315522,0.3888888888888889,0.0,0.3333333333333333,0.3888888888888889,m-m,m
Atilio_Sanchez,11,0.539673648759245,0.2727272727272727,0.09090909090909091,0.0,0.6363636363636364,ss-u,fx
Cpfcfan10,2,0.5412865648922174,0.5,0.0,0.5,0.5,ss-n,ss
nicotep,71,0.5417988508169871,0.29577464788732394,0.09859154929577464,0.07042253521126761,0.5774647887323944,ss-u,ss
newlocknew,61,0.5419937528516566,0.3442622950819672,0.03278688524590164,0.14754098360655737,0.5245901639344263,ss-n,ss
jeneantviderien,2,0.5420277473827537,0.5,0.0,0.0,0.5,ss-n,ss
deadrobotmusic,2,0.5422328158925652,0.5,0.0,0.5,0.5,m-si,m
anderperetx,4,0.5440041666358816,0.5,0.25,0.25,0.5,ss-n,ss
virabelo,4,0.544999651256324,0.5,0.0,0.0,0.5,ss-u,ss
iainmccurdy,24,0.5453308012256013,0.4166666666666667,0.041666666666666664,0.16666666666666666,0.5416666666666666,ss-n,ss
salemaudio,8,0.5454315156090042,0.375,0.0,0.125,0.5,fx-h,fx
MaeveDur,1,0.5454316975752143,0.0,0.0,0.0,1.0,ss-u,ss
kevp888,144,0.5460568647234855,0.3472222222222222,0.034722222222222224,0.10416666666666667,0.5208333333333334,ss-u,ss
barking_cloud,1,0.5467867965708613,0.0,0.0,0.0,1.0,ss-i,ss
Ultra-Edward,51,0.5468805686042019,0.37254901960784315,0.0196078431372549,0.2549019607843137,0.49019607843137253,ss-u,fx
Pasha_Shishkov,1,0.5477057200676803,0.0,0.0,0.0,1.0,ss-n,ss
marc.om,49,0.5484086886083357,0.3673469387755102,0.02040816326530612,0.16326530612244897,0.5714285714285714,ss-u,ss
javidiaz14,4,0.548674961630367,0.0,0.0,0.0,0.75,ss-u,ss
iscence,6,0.5492799569127002,0.5,0.0,0.16666666666666666,0.5,ss-n,ss
graihwing,2,0.5494311463860295,0.0,0.0,0.0,1.0,sp-p,sp
TimPryor,2,0.5494596584129087,0.5,0.0,0.5,0.5,fx-el,fx
mad_ad13,1,0.550153205284577,0.0,0.0,0.0,1.0,ss-u,ss
Safo12,11,0.5505339671461787,0.09090909090909091,0.0,0.0,0.7272727272727273,fx-v,fx
C-V,5,0.5507333048261687,0.4,0.0,0.0,0.4,fx-n,fx
Brr_Brr_Mew_Effects,10,0.5509862164696062,0.4,0.0,0.0,0.5,fx-h,fx
onionaire,23,0.5515678011004276,0.30434782608695654,0.0,0.21739130434782608,0.5217391304347826,ss-n,ss
EpicRobot25,1,0.5520194712039983,0.0,0.0,0.0,1.0,fx-h,fx
Yoyamen1212,2,0.552426002922157,0.5,0.0,0.0,0.5,fx-a,fx
NoemiLotto,4,0.5526223843052984,0.5,0.25,0.25,0.5,ss-n,ss
sarman1234,2,0.5530451816248418,0.5,0.5,0.0,0.5,is-s,is
Manauta222,2,0.5530991847109368,0.5,0.0,0.0,0.5,ss-i,ss
flumpytripod,7,0.553673953030958,0.42857142857142855,0.0,0.0,0.5714285714285714,ss-n,ss
swilkie,10,0.5540928095760209,0.1,0.0,0.1,0.7,ss-n,ss
SamcoSound,10,0.5544086446860363,0.4,0.1,0.1,0.5,fx-o,fx
teffita,6,0.5548457506087504,0.5,0.0,0.16666666666666666,0.5,fx-a,fx
DigPro120,21,0.554905754971364,0.38095238095238093,0.0,0.38095238095238093,0.42857142857142855,fx-h,fx
NickTayloe,13,0.5556043631385152,0.15384615384615385,0.0,0.3076923076923077,0.6153846153846154,ss-n,fx
jonahlpayne,6,0.5556629299254184,0.3333333333333333,0.0,0.5,0.5,fx-h,fx
LogicMoon,3,0.5566611484281766,0.3333333333333333,0.0,0.0,0.6666666666666666,ss-s,ss
caroliney,2,0.5570140277312912,0.5,0.0,0.5,0.5,ss-n,ss
GameDevSpence,1,0.5571034641704371,0.0,0.0,0.0,1.0,fx-h,fx
Steakhouse07,2,0.5573225369671708,0.5,0.0,0.0,0.5,fx-h,fx
tim.kahn,47,0.5579023214230598,0.425531914893617,0.10638297872340426,0.02127659574468085,0.5319148936170213,ss-u,ss
barryshamir,1,0.558103385049346,0.0,0.0,0.0,1.0,fx-v,fx
babybus,6,0.5584669575011694,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,ss-u,ss
chris5s,4,0.5591330837254181,0.25,0.0,0.25,0.5,fx-a,fx
SpooksJH,12,0.5593498392577055,0.3333333333333333,0.0,0.3333333333333333,0.5,ss-n,ss
john_van_wag,1,0.5595282395059715,0.0,0.0,0.0,1.0,fx-o,fx
Garuda1982,1,0.5598156396614866,0.0,0.0,0.0,1.0,ss-u,ss
Sueperlative,2,0.5599370772733642,0.5,0.0,0.5,0.5,fx-m,fx
tferrino,25,0.5603546538085707,0.4,0.0,0.0,0.6,ss-u,ss
justanormalguyy312,4,0.5611786349892438,0.5,0.25,0.0,0.5,fx-o,fx
studioste,9,0.5626012292906191,0.4444444444444444,0.0,0.2222222222222222,0.4444444444444444,fx-m,fx
lepmus,5,0.5629099672081276,0.4,0.0,0.2,0.6,is-p,is
Anilan,14,0.5631741209258884,0.5,0.14285714285714285,0.14285714285714285,0.5,ss-n,ss
floatby,3,0.5632062581317784,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-m,fx
balz,1,0.563210453035653,0.0,0.0,0.0,1.0,ss-u,ss
MATUSTRM,8,0.5633433426948325,0.5,0.125,0.25,0.5,fx-el,fx
arnolambert,1,0.5633922754346712,0.0,0.0,0.0,1.0,fx-a,fx
T-H,2,0.5642931537534573,0.5,0.5,0.0,0.5,ss-u,ss
Brother Barrabas,1,0.564634302761432,0.0,0.0,0.0,1.0,fx-h,fx
Hedmarking,2,0.5646453054791721,0.5,0.0,0.5,0.5,fx-n,fx
70srichard,1,0.5653841013648718,0.0,0.0,0.0,1.0,sp-c,sp
boobadascooba,5,0.5659241457704299,0.4,0.0,0.4,0.4,fx-o,fx
IENBA,16,0.5663697270113642,0.375,0.0625,0.0625,0.5625,fx-o,fx
JustASeriesofFonetics,5,0.5664116157390658,0.4,0.2,0.0,0.4,fx-el,fx
CodFreeSound,1,0.5667036394916313,0.0,0.0,0.0,1.0,fx-h,fx
rpardeza00,1,0.5673278157558398,0.0,0.0,0.0,1.0,fx-a,fx
deleted_user_9900733,18,0.5680284510362225,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.5555555555555556,ss-n,ss
rhnstnCowboy,7,0.5688209927204568,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5714285714285714,ss-n,ss
lydgutten,4,0.5700470161041984,0.25,0.0,0.0,0.75,fx-h,fx
LatteSilasGuy,1,0.5701541667248068,0.0,0.0,0.0,1.0,fx-ex,fx
SonoRec,3,0.5707190137673015,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,fx-n,fx
ArayaRay,1,0.5710581921399811,0.0,0.0,0.0,1.0,fx-h,fx
RICHERlandTV,6,0.5713473048497492,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-h,fx
locedo3137,4,0.5713493098151772,0.25,0.0,0.25,0.5,fx-o,fx
numerocuatro,6,0.5725086260879059,0.5,0.0,0.3333333333333333,0.5,ss-s,m
Am1021387,4,0.5726834952868974,0.25,0.0,0.25,0.5,fx-h,fx
1vences,2,0.5736194133041561,0.0,0.0,0.0,0.5,fx-a,fx
Shō_Kuzun,5,0.5737969613586417,0.4,0.0,0.2,0.6,fx-h,fx
danielk0104,4,0.5742498659265595,0.25,0.0,0.5,0.5,fx-m,fx
jamesn257,2,0.5743776196863384,0.5,0.5,0.0,0.5,fx-o,fx
pepasystem,2,0.5749624843367199,0.5,0.0,0.5,0.5,fx-n,fx
LindaBarrans,2,0.5750313767226893,0.5,0.5,0.0,0.5,ss-i,ss
selsel,9,0.5750337422836297,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.6666666666666666,ss-n,ss
GrayEpic,3,0.5751910378282256,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-ex,fx
ChrisDisk,9,0.5756650848800378,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.5555555555555556,ss-n,ss
melzzzzzzzz,7,0.5759716007535133,0.5714285714285714,0.14285714285714285,0.0,0.5714285714285714,ss-n,ss
fly22,2,0.5760557473173037,0.5,0.0,0.5,0.5,m-si,m
upperleftfieldrecordings,2,0.5761083199907301,0.5,0.0,0.0,0.5,ss-n,ss
ikbenraar,3,0.5762871809394631,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-a,fx
Johnnie_Holiday,5,0.5767207257554723,0.4,0.0,0.2,0.6,fx-el,fx
NomisYlad,7,0.5774410153846185,0.42857142857142855,0.0,0.2857142857142857,0.42857142857142855,m-m,m
RutgerMuller,10,0.5777467918022046,0.4,0.0,0.1,0.6,ss-u,ss
upkey,9,0.5779014149398529,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.5555555555555556,ss-i,ss
stano458,2,0.577913647138252,0.5,0.0,0.0,0.5,fx-el,fx
benji-the-bread,4,0.5782820690007902,0.5,0.0,0.0,0.5,ss-n,ss
Sp00kyMushr00m,4,0.5799391381685325,0.5,0.25,0.0,0.5,ss-u,ss
ThatFluffyJello,5,0.5800751431061624,0.2,0.0,0.0,0.6,ss-u,ss
momoko2014mo,1,0.5806668835443258,0.0,0.0,0.0,1.0,ss-n,ss
neopolitansixth,28,0.5809921131358616,0.21428571428571427,0.0,0.0,0.6785714285714286,fx-el,fx
casperhazebeats,16,0.581116005924984,0.3125,0.0,0.0,0.625,fx-o,fx
RichardFEDERMANN,4,0.5811692023618822,0.25,0.0,0.0,0.75,ss-u,ss
Boatlanman-,13,0.5821500969174485,0.3076923076923077,0.07692307692307693,0.0,0.6923076923076923,m-si,m
nonamethefish,2,0.582160066531545,0.5,0.0,0.0,0.5,ss-n,ss
Lorettov,4,0.5827268087570643,0.5,0.0,0.25,0.5,ss-n,ss
Vrymaa,45,0.5827978597073038,0.37777777777777777,0.022222222222222223,0.13333333333333333,0.5111111111111111,fx-o,fx
Nandagopan.P,1,0.5833983658471323,0.0,0.0,0.0,1.0,fx-a,fx
afonsobettencourt,5,0.5835302058607809,0.6,0.2,0.2,0.6,ss-u,ss
fnakez,3,0.5839952857347926,0.3333333333333333,0.0,0.0,0.6666666666666666,m-m,m
ouija.media,2,0.5843404484845781,0.5,0.0,0.5,0.5,fx-n,fx
timsc,2,0.5845115908432438,0.5,0.0,0.5,0.5,fx-o,fx
SiliconeSound,13,0.585300924435379,0.38461538461538464,0.0,0.07692307692307693,0.6153846153846154,ss-n,ss
NovaSoundTechnology,4,0.5853475875404361,0.25,0.0,0.25,0.75,is-p,is
quetzalcontla,2,0.5861877994840541,0.5,0.0,0.5,0.5,is-e,is
Sanderboah,9,0.5861953331710279,0.3333333333333333,0.0,0.0,0.5555555555555556,fx-o,fx
cchinarro,2,0.5868806479699052,0.5,0.0,0.5,0.5,fx-o,fx
Stagno,7,0.5869398268471089,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5714285714285714,ss-n,ss
Drdumb,2,0.5878438001911046,0.5,0.0,0.0,0.5,fx-n,fx
Fupicat,1,0.5880278927666005,0.0,0.0,0.0,1.0,fx-el,fx
TuneSeeker,34,0.5884431078330921,0.3235294117647059,0.0,0.29411764705882354,0.5294117647058824,fx-o,fx
klankschap,11,0.5887322059037369,0.36363636363636365,0.0,0.09090909090909091,0.5454545454545454,ss-u,ss
Matiiuscc,4,0.5890365710385246,0.5,0.25,0.25,0.5,fx-a,fx
6James,2,0.5890714109169612,0.5,0.0,0.0,0.5,fx-o,fx
Jhoanl,2,0.5891623057991733,0.5,0.0,0.0,0.5,fx-h,fx
DreamSweetInSeaMajor,2,0.5891854735622458,0.5,0.0,0.0,0.5,ss-n,ss
inchadney,5,0.5893012097160663,0.4,0.0,0.0,0.6,ss-n,ss
ali.g,15,0.5895898308321842,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.5333333333333333,ss-n,ss
Podel1,5,0.5899843842669003,0.2,0.0,0.0,0.6,ss-u,ss
thisusernameis,1,0.5902515125812783,0.0,0.0,0.0,1.0,fx-n,fx
Chmuche,3,0.5902855504002112,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,ss-n,ss
Khong_Ten,7,0.5904777704806656,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,m-m,m
Slopes.,4,0.5909117024271447,0.5,0.0,0.25,0.5,fx-el,fx
denkmal,2,0.5911092467400783,0.5,0.0,0.0,0.5,ss-n,ss
Mystycita,1,0.593134739030354,0.0,0.0,0.0,1.0,fx-h,fx
dhi67540,108,0.59356574592017,0.4166666666666667,0.018518518518518517,0.25,0.5370370370370371,fx-o,fx
wolfmagpie,1,0.5937017578272765,0.0,0.0,0.0,1.0,fx-h,fx
vincauc,22,0.5939616066044927,0.4090909090909091,0.0,0.09090909090909091,0.5909090909090909,ss-n,ss
drryd,2,0.5946257210652776,0.5,0.0,0.5,0.5,fx-o,fx
dibko,36,0.5946551503338181,0.4166666666666667,0.1111111111111111,0.05555555555555555,0.5833333333333334,ss-u,ss
matilde_camara,5,0.594708048827096,0.4,0.0,0.0,0.6,fx-v,fx
skowix,1,0.594874586679822,0.0,0.0,0.0,1.0,ss-u,ss
inthelightmusic,2,0.5948843186056407,0.0,0.0,0.0,1.0,fx-m,fx
hkyiyi,56,0.5955731991057414,0.17857142857142858,0.0,0.0,0.75,fx-v,fx
Dave_Girtsman,2,0.5958193282353619,0.5,0.0,0.0,0.5,m-m,m
SkivyMcSlightly,2,0.5958224600194633,0.5,0.0,0.0,0.5,ss-n,ss
Heartstring_Virtuoso,1,0.5960441511716457,0.0,0.0,0.0,1.0,is-w,is
brow3mr,1,0.5961575114962498,0.0,0.0,0.0,1.0,ss-i,ss
PyroFox31,1,0.5964914432842293,0.0,0.0,0.0,1.0,m-m,m
Tallybally,1,0.596588064373807,0.0,0.0,0.0,1.0,fx-o,fx
BobVoldar,15,0.5967450537275163,0.4,0.06666666666666667,0.06666666666666667,0.6,ss-n,ss
compoargentino,11,0.5968741685645004,0.36363636363636365,0.0,0.2727272727272727,0.5454545454545454,fx-h,fx
dr_dig1,2,0.5970355916692709,0.5,0.0,0.5,0.5,sp-s,sp
waymonds,2,0.5971094050841141,0.5,0.0,0.5,0.5,fx-o,fx
musicartesano,2,0.5971841199568712,0.5,0.0,0.0,0.5,fx-o,fx
orbusview,1,0.5972065422803743,0.0,0.0,0.0,1.0,fx-o,fx
PKCubed,3,0.5974008629927445,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-n,ss
AlexisAndrews,8,0.5974849688030199,0.375,0.0,0.25,0.5,fx-h,fx
meghanwysocki,6,0.5977453048506426,0.3333333333333333,0.0,0.16666666666666666,0.5,fx-h,fx
ines.morais,7,0.5977460633271697,0.42857142857142855,0.14285714285714285,0.0,0.5714285714285714,fx-o,fx
ESKVY,10,0.5979310558691667,0.5,0.0,0.1,0.6,fx-o,ss
D4XX,6,0.59806046524051,0.3333333333333333,0.0,0.0,0.8333333333333334,fx-h,fx
SecureSubset,13,0.598149932991453,0.46153846153846156,0.0,0.15384615384615385,0.6153846153846154,fx-a,fx
Jupo_22,40,0.5985321840122879,0.45,0.0,0.025,0.675,fx-v,fx
pandorabox02,2,0.5985561423421171,0.5,0.0,0.0,0.5,fx-m,fx
Segovax69,2,0.5985618577895513,0.5,0.0,0.5,0.5,fx-o,fx
Massa.,5,0.5985901270475237,0.4,0.0,0.0,0.6,sp-s,sp
FreqWincy,7,0.598878836969125,0.42857142857142855,0.0,0.0,0.5714285714285714,fx-m,fx
T2BC5,3,0.5990638299883574,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,fx-el,fx
Vsessa,3,0.6007079548689106,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-o,fx
IanGW,3,0.6010497942013057,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,ss-n,ss
AudioPapkin,60,0.6012259719825546,0.4166666666666667,0.0,0.1,0.5833333333333334,fx-m,fx
isopod4,3,0.6013181640063027,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-o,fx
alexdarek,13,0.6013713136253886,0.46153846153846156,0.0,0.07692307692307693,0.6153846153846154,ss-u,fx
Philip_Goddard,44,0.6013889473836596,0.45454545454545453,0.09090909090909091,0.022727272727272728,0.6136363636363636,ss-n,ss
himura.kazuto,3,0.6018985811036952,0.3333333333333333,0.0,0.0,0.6666666666666666,ss-u,ss
mariefromascot,4,0.6028414187132687,0.25,0.0,0.0,0.75,fx-o,fx
TannerMetro,2,0.6031762970608074,0.5,0.0,0.5,0.5,fx-a,fx
BodziJun,1,0.603680154274037,0.0,0.0,0.0,1.0,fx-v,fx
soundandmelodies,13,0.6042696506584617,0.46153846153846156,0.0,0.15384615384615385,0.6153846153846154,ss-n,ss
Fizzel136,16,0.6042767881449337,0.4375,0.0,0.0625,0.6875,is-e,is
kynodelia,3,0.6042800287176876,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,ss-n,ss
Helpersounds,6,0.6053095439375002,0.5,0.0,0.0,0.6666666666666666,m-sp,m
caseyopstad,1,0.6055009221432323,0.0,0.0,0.0,1.0,ss-u,ss
Prerana.S,1,0.6059817113699788,0.0,0.0,0.0,1.0,ss-u,ss
soalexandras00,12,0.6066553679664373,0.5,0.0,0.0,0.6666666666666666,fx-n,fx
danfloyd,7,0.607654554704672,0.42857142857142855,0.0,0.2857142857142857,0.5714285714285714,ss-n,ss
depomperttadeo,2,0.607940107072809,0.5,0.0,0.0,0.5,ss-n,ss
barcelonetasonora,1,0.6080143263636419,0.0,0.0,0.0,1.0,ss-u,ss
Filmscore,106,0.6082496761016709,0.4339622641509434,0.009433962264150943,0.09433962264150944,0.6037735849056604,fx-o,fx
Oscar_Patrick,11,0.6083910368550156,0.36363636363636365,0.0,0.2727272727272727,0.6363636363636364,fx-v,fx
kujli,1,0.6089122526222873,0.0,0.0,0.0,1.0,fx-h,fx
Bakstad,2,0.609584780806247,0.5,0.0,0.0,0.5,fx-v,fx
sound.bitxh,1,0.6096195782392573,0.0,0.0,0.0,1.0,fx-v,fx
Lilfoxeone,4,0.6103719261236853,0.5,0.0,0.5,0.5,m-si,m
FlavioConcini,76,0.610644012804345,0.47368421052631576,0.013157894736842105,0.21052631578947367,0.5394736842105263,m-m,m
drummy,2,0.6107310486972807,0.5,0.0,0.0,0.5,fx-h,fx
SoundsofTheMachine,10,0.610958607759662,0.6,0.0,0.0,0.6,fx-m,fx
Ittaisha,2,0.6111050708642619,0.5,0.0,0.0,0.5,fx-o,fx
frederic.font,2,0.6113926887514157,0.5,0.0,0.0,0.5,ss-n,ss
SolBeatpro,1,0.6114600253121307,0.0,0.0,0.0,1.0,ss-n,ss
Loredenii,5,0.6117472536632873,0.4,0.2,0.0,0.6,ss-n,ss
tieyannie,1,0.6120674373391876,0.0,0.0,0.0,1.0,ss-n,ss
BismarckBall,2,0.6125668896374878,0.0,0.0,0.0,1.0,fx-ex,fx
ThehiddenDepthMusic,1,0.6127590606013982,0.0,0.0,0.0,1.0,m-si,m
JustWatson64,3,0.6127674426961659,0.0,0.0,0.0,1.0,fx-el,fx
Asha555,13,0.6131035525822066,0.5384615384615384,0.0,0.0,0.7692307692307693,m-si,m
superEGsonic,2,0.6133416078811418,0.5,0.0,0.0,0.5,fx-a,fx
BESTIARI,5,0.6153993689482486,0.2,0.2,0.0,0.8,ss-n,ss
Artistic_Dragonborn,9,0.6157715888464579,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,fx-o,fx
Johnmode,40,0.6162683617258657,0.425,0.0,0.05,0.675,m-m,m
lujainsameer,46,0.6168679745688109,0.43478260869565216,0.0,0.17391304347826086,0.6304347826086957,sp-s,sp
