sound_id,audio_emb_path,text_emb_path,confidence,class,class_top,title,tags,description,audio_text_sim,is_high_conf_4_5,is_conf_5
71114,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71114.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71114.npy,4,fx-v,fx,tram_tunnel.wav,"binaural,field-recording,helsinki,listen-to-helsinki,tram,tunnel",A binaural recording in the underground tunnels of Helsinki. You hear a tram passing over the tunnel.,0.4099568724632263,1,0
71120,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71120.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71120.npy,4,ss-i,ss,library_water.wav,"water,binaural,fountain,helsinki,library,listen-to-helsinki,pasila,field-recording",A binaural recording of a water fountain in the main library of Helsinki.,0.475831538438797,1,0
71126,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71126.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71126.npy,4,ss-u,ss,Cityscape 090415.wav,"atmosphere,background,building,cars,city,cityscape,construction,distance,distant,field-recording,netherlands,rotterdam,street,streetlife,urban,working,yard","Lengthy field-recording made in Rotterdam, the Netherlands, on April 14th, 2009, between 13.00 and 13.30. Recording the sounds of the city at a height of 85 metres. You can hear cars driving around and construction work being carried out (road maintenance). Some loud cars, a helicopter passes close to the recorder. Sony PCM-D50",0.515299916267395,1,0
71138,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71138.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71138.npy,2,m-sp,m,MechanicalDonkey(LoopMe).aif,"drum,loop,rhythm,shuffle",A distorted drum shuffle.,0.42330509424209595,0,0
71173,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71173.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71173.npy,3,ss-u,ss,ATMOS People Ice Skating Frozen Lake.wav,"ice-hockey,winter,frozen,children,lake,playing,ice-skating,field-recording",Atmosphere of people playing ice hockey and ice skating on a frozen lake. AKG C1000 + Fostex FR2,0.3908489942550659,0,0
71190,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71190.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71190.npy,4,ss-n,ss,Wind Gusts.mp3,"breeze,gust,wind",A fluctuated wind gust being created by a spray can.,0.09536929428577423,1,0
71241,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71241.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71241.npy,3,sp-p,sp,notcarrypsgrs_TKO.wav,"PA,announcement,field-recording,hong-kong,platform,train","A announcement recorded in Hong Kong MTR Tserung Kwan O station, when a ""not in service"" train is arriving into the station. The first is playing in Cantonese, second is Putonghua, next is English.",0.5314720869064331,0,0
71300,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71300.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71300.npy,1,ss-s,ss,Parabolix_candy_flavored_bullets_intro_now_with_machine_gun.wav,"bullets,candy-flavoured-bullets,gun,intro,machine-gun,parabolix","Parabolix's ""candy flavoured bullets"" intro now with added machine gun, ends with clink of bullet casing hittng floor.Simulated machine gun sound from Ghostex ... <a href=""http://www.freesound.org/samplesViewSingle.php?id=68036"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=68036</a>",0.5917953252792358,0,0
71411,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71411.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71411.npy,1,m-si,m,riga-madona1.wav,"ambient,melody,notes,pianino,piano","Notes and melodies played on piano ""Riga"".",0.02501978911459446,0,0
71462,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71462.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71462.npy,4,sp-c,sp,protest_crowd_ambience.wav,"ambiance,crowd,field-recording,protest","Crowd ambiance from inside my pocket, minus all the clipped surface noise, recorded on Olympus DS-40 at the tea party protest on 4/15/2009.",0.4422205984592438,1,0
71560,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71560.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71560.npy,3,sp-s,sp,confirm.wav,"calling,confirm,dialing,phone,speaking,voice,woman,womans","Woman's voice saying ""confirm"" for phone application. can be used of an application however. CONFIRM - confirmation audio",0.4844536781311035,0,0
71600,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71600.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71600.npy,4,sp-c,sp,kayels room2.wav,"conversation,ghostcake,h4,idle,inside,room,stereo,zoom","another idle conversation for stereoscopic purposes, some good salvageable samples in this one i'm sure. done with zoom h4, 44100, 16.",0.28606337308883667,1,0
71608,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71608.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71608.npy,4,is-p,is,Hardkick_13.wav,"bass,beat,distorted,distortion,drum,drumloop,hard,hardcore,kick,kickdrum,melody,progression,synth,techno,trance","Distorted kick created with F.L. Studio. Blood Overdrive, Parametric EQ, Stereo enhancer, and EQUO effects were used.",0.308564692735672,1,0
71622,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71622.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71622.npy,4,is-e,is,Hardkick_26.wav,"bass,beat,distorted,distortion,drum,drumloop,hard,hardcore,kick,kickdrum,melody,progression,synth,techno,trance","Distorted kick created with F.L. Studio. Blood Overdrive, Parametric EQ, Stereo enhancer, and EQUO effects were used.",0.5105166435241699,1,0
71631,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71631.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71631.npy,4,is-e,is,Hardkick_34.wav,"bass,beat,distorted,distortion,drum,drumloop,hard,hardcore,kick,kickdrum,melody,progression,synth,techno,trance","Distorted kick created with F.L. Studio. Blood Overdrive, Parametric EQ, Stereo enhancer, and EQUO effects were used.",0.45609498023986816,1,0
71662,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71662.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71662.npy,3,sp-p,sp,Hardkick_71.wav,"hardcore,kick,kickdrum,hard,drum,drumloop,melody,progression,synth,techno,bass,trance,beat,distorted,distortion","Distorted kick created with F.L. Studio. Blood Overdrive, Parametric EQ, Stereo enhancer, and EQUO effects were used.",0.5206936597824097,0,0
71663,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71663.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71663.npy,3,is-e,is,Hardkick_8.wav,"bass,beat,distorted,distortion,drum,drumloop,hard,hardcore,kick,kickdrum,melody,progression,synth,techno,trance","Distorted kick created with F.L. Studio. Blood Overdrive, Parametric EQ, Stereo enhancer, and EQUO effects were used.",0.498002827167511,0,0
71699,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71699.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71699.npy,4,ss-n,ss,wind waves.wav,"field-recording,waves,wind",Strong waves of wind blowing. Recorded near leafless trees. Recorded with Olympus LS-10.,0.35083213448524475,1,0
71705,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71705.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71705.npy,4,sp-c,sp,20090419.conversation.wav,"female,field-recording,male,spanish,talk,voice","woman (Chelo) and man (Antonio) talking, in Spanish. Shure WL183 into Fel preamp, Edirol R09 recorder",0.5233692526817322,1,0
71709,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71709.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71709.npy,2,ss-u,ss,20090419.sunday.morning.wav,"ambiance,birds,blackbird,chirps,field-recording,screeching,seville,south-spain,spring,sunday,swallow,swift","sunday morning ambiance in Seville, with singing Blackbird, Swallow, Swift, and ever-present pealing of church bells in background. Not much traffic noise. Sennheiser MKH60 + MKH30 into Shure FP24 and Edirol R09 recorder",0.2291364073753357,0,0
71754,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71754.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71754.npy,4,ss-n,ss,Lambs.wav,"pastoral,rural,countryside,agricultural,stereo,xy,birds,field-recording,lambs","A stereo field-recording of some lambs bleating outdoors, edited for aircraft noise. Rode NT4 &gt; FEL battery pre amp &gt; Zoom H2 line in.",0.47596779465675354,1,0
71796,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71796.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71796.npy,4,fx-o,fx,Olla 1.aif,"stove,clank,cooking,hardware,metal,pots,chef,pan,pot",Sound of a metal cooking pot,0.616502583026886,1,0
71808,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71808.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71808.npy,4,fx-o,fx,platos 10.aif,"clank,dinner,dish,dishes,eating,fork,knife,plate,porcelain","Sounds of forks, knives and plates clashing",0.6346250176429749,1,0
71812,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71812.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71812.npy,4,fx-o,fx,platos 5.aif,"clank,dinner,dish,dishes,eating,fork,knife,plate,porcelain","Sounds of forks, knives and plates clashing",0.6088395118713379,1,0
71862,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71862.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71862.npy,3,ss-i,ss,20090426.small.venue.02.wav,"applause,field-recording,music,ovation,performance","last notes of performance in small venue (folk music), followed by applause and cheering. Edirol R09, internal mics",0.5664421916007996,0,0
71864,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71864.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71864.npy,3,ss-u,ss,20090425.elderly.wav,"field-recording,gathering,music,singing,spanish,spring,traditional,voice","gathering of elderly people having fun and singing a traditional tune. Recorded outside Tentudia Monastery, Badajoz province (Spain). Shure WL183 into Fel preamp, Edirol R09 recorder",0.5562666058540344,0,0
71865,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71865.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71865.npy,4,ss-n,ss,20090425.nightingales.wav,"birds,spring,bee-eaters,field-recording,nature,nightingales","Nightingales and other birds sing in a ravine near Carboneras (Huelva, Spain). Near the end you can hear wind gusts on poplars. Shure WL183 into Fel preamp, Edirol R09 recorder",0.5156853199005127,1,0
71914,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71914.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71914.npy,2,ss-i,ss,ns_audiodetectbinaural.wav,"binaural,field-recording,set,table",A binaural recording using home made microphones - having the table set in front,0.3396375775337219,0,0
71963,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71963.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71963.npy,4,fx-n,fx,bm_Rainstorm.wav,"rain,rainstorm,thunder",Sound of rain and thunder created with the sound of crunching chips and a car driving on gravel.,0.18261288106441498,1,0
72008,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72008.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72008.npy,4,ss-u,ss,Market 04 090430.wav,"chatting,rotterdam,fun,talking,buying,netherlands,people,queens-day,selling,merchandise,field-recording,freshmarket,market","Field-recording at the flea market in Rotterdam, the Netherlands, on Queen's Day (April 30th). People selling second-hand stuff and other people buying it. Recording was made while walking along the market. Sony PCM-D50",0.3681288957595825,1,0
72011,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72011.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72011.npy,3,ss-u,ss,Market 07 090430.wav,"buying,chatting,field-recording,freshmarket,fun,market,merchandise,netherlands,people,queens-day,rotterdam,selling,talking","Field-recording at the flea market in Rotterdam, the Netherlands, on Queen's Day (April 30th). People selling second-hand stuff and other people buying it. Recording was made while walking along the market. Sony PCM-D50",0.4748413860797882,0,0
72077,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72077.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72077.npy,3,ss-u,ss,file0110.mp3,"audio,field,noise,recording,roil,sample,sound",sound noise sample audio roil field recording,-0.03128812834620476,0,0
72143,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72143.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72143.npy,4,fx-o,fx,BlacksmithHammering.mp3,"blacksmith,field-recording,hammering,hot-iron","a blacksmith hammering at a red hot steel bar, recorded May 3, 2009.",0.5741141438484192,1,0
72150,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72150.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72150.npy,4,m-si,m,Groove 3-Audio.wav,"ultra,clean,club,dry,loop,synth,deep,dance,groove,3",Made in Ableton with various synths and effects. groove synth fat layer beat phat 124bpm,0.21314719319343567,1,0
72152,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72152.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72152.npy,4,m-si,m,Groove 5-Audio.wav,"loud,pearcing,synth,clean,dry,hard,loop,club,groove,dance,5",Made in Ableton with various synths and effects. groove synth fat layer beat phat 124bpm,0.3851820230484009,1,0
72230,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72230.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72230.npy,3,fx-a,fx,20090501.horse.neigh.wav,"andalusia,birds,countryside,field-recording,horse,nature,neigh,spring","a horse neighs a few times, with bird singing, dog barking and bangs in background. Sennheiser MKH60 + MKH30 into Shure FP24 preamp, Edirol R09 recorder. Decoded to mid-side stereo with free Voxengo VST plugin",0.6126381158828735,0,0
72240,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72240.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72240.npy,4,ss-u,ss,sw_ParadeHorns.wav,"beeping,crowd,field-recording,honking,horns,laughing,laughter,noise,parade,people,public,voices","Audio track from video captured by Canon GL1, cropped out using Soundtrack Pro under OS X 10.4. Short clip of a variety of horns during a parade, plus crowd sounds.",0.5978090763092041,1,0
72251,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72251.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72251.npy,4,sp-s,sp,fight.wav,"female,fight,girl,request,speak,talk,vocal,voice","My girlfriend saying ""fight"", a request by the user oure101. Recorded with AT2020 mic into Zoom H4.",0.44978079199790955,1,0
72255,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72255.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72255.npy,4,sp-s,sp,how_do_i_find.wav,"female,girl,request,speak,talk,vocal,voice","A request for the user ""poet jim"", my girlfriend saying ""How do I find your show?"" Recorded with AT2020 mic into Zoom H4.",0.4488605558872223,1,0
72263,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72263.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72263.npy,3,ss-n,ss,20090502.bird.wav,"ambiance,birds,countryside,field-recording,nature,south-spain,spring","high-pitched call from a bird I couldn't see. Sennheiser MH60 + MKH30 into Shure FP24 preamp, Edirol r09 recorder. Decoded to mid-side stereo with free Voxengo VST plugin",0.42984235286712646,0,0
72269,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72269.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72269.npy,4,fx-n,fx,20090503.stream.wav,"andalusia,babbling,brook,field-recording,nature,south-spain,stream,water","a small stream. Sennheiser MKH60 + MKH30 into Shure FP24 preamp, Edirol R09 recorder. Decoded to mid-side stereo with free Voxengo VST plugin. Recorded at Arroyo El Palancar (Carcabuey, S Spain)",0.5222311019897461,1,0
72270,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72270.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72270.npy,4,ss-n,ss,20090503.trickle.nightingale.wav,"andalusia,babbling,birds,brook,countryside,field-recording,nature,nightingale,south-spain,stream,trickle,water","Nightingale, Blackbird and other birds singing + babbling of a small water stream. Sennheiser MKH60 + MKH30 into Shure FP24 preamp, Edirol R09 recorder. Decoded to mid-side stereo with free Voxengo VST plugin. Recored at Arroyo El Palancar (Carcabuey, S Spain)",0.5307748317718506,1,0
72277,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72277.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72277.npy,4,ss-s,ss,LAYERS 002 - Granular Hastings - A#5.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6515976190567017,1,0
72287,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72287.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72287.npy,5,ss-s,ss,LAYERS 002 - Granular Hastings - B3.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6261051297187805,1,1
72288,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72288.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72288.npy,4,ss-s,ss,LAYERS 002 - Granular Hastings - B4.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6795709133148193,1,0
72291,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72291.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72291.npy,4,ss-s,ss,LAYERS 002 - Granular Hastings - C#1.flac,"artificial,drone,space,multisample,pad,soundscape",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6376485824584961,1,0
72300,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72300.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72300.npy,3,ss-s,ss,LAYERS 002 - Granular Hastings - C4.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6510425806045532,0,0
72302,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72302.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72302.npy,3,ss-s,ss,LAYERS 002 - Granular Hastings - C6.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6344396471977234,0,0
72303,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72303.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72303.npy,3,ss-s,ss,LAYERS 002 - Granular Hastings - D#0.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6564691662788391,0,0
72310,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72310.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72310.npy,3,ss-s,ss,LAYERS 002 - Granular Hastings - D1.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6594990491867065,0,0
72333,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72333.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72333.npy,2,ss-s,ss,LAYERS 002 - Granular Hastings - G#0.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6553574800491333,0,0
72340,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72340.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72340.npy,4,ss-s,ss,LAYERS 002 - Granular Hastings - G1.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6364780068397522,1,0
72341,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72341.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72341.npy,4,ss-s,ss,LAYERS 002 - Granular Hastings - G2.flac,"artificial,drone,multisample,pad,soundscape,space",LAYERS 002 - Granular Hastings is an extensive multisample package containing 73 samples covering C0 till C6. The key name is included in the sample name. The sound of Granular Hastings is all in the name: an alien outer space soundscape mixed with granular hastings. It was created using Kontakt 3 within Cubase and a lot of convolution. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,0.6368893980979919,1,0
72453,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72453.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72453.npy,3,is-w,is,buzz02.wav,"brass,buzz,howie,sax,smith","Playing the alto sax with no mouthpiece, like a brass instrument.",0.43586206436157227,0,0
72465,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72465.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72465.npy,4,m-si,m,event01.wav,"atonal,howie,lick,sax,smith",An atonal lick on alto sax.,0.48958656191825867,1,0
72555,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72555.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72555.npy,4,m-sp,m,l4dsong_loop_intro.wav,"bass,drum,hiphop,loop,rythm,samples,tr808",drumloop intro,0.36138662695884705,1,0
72563,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72563.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72563.npy,4,fx-n,fx,wind MS.wav,"field-recording,wind","a nice wind, recorder in open field",0.46281829476356506,1,0
72577,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72577.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72577.npy,4,fx-h,fx,clappy1.wav,"applause,cheer,church,clap,clapping,crowd,group,hall","Small crowd applauding in a church. ""Bravo"" someone says, I think. Some nice reverb.",0.5748702883720398,1,0
72578,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72578.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72578.npy,4,fx-h,fx,clappy2.wav,"applause,cheer,church,clap,clapping,crowd,group","Small crowd applauding in a church. ""Bravo"" someone says. Nice reverb.",0.5450127124786377,1,0
72652,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72652.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72652.npy,2,m-si,m,Music box 03.wav,"box,childhood,manual,melody,music,music-box,old,small,squeak,squeaky,tune","Recording an old and squeaky music box with a small melody. The music box is played while holding it in the air with my hand. Notice the major change in sound, this one sounds much thinner. Moderate tempo. Sony PCM-D50",0.5880165100097656,0,0
72678,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72678.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72678.npy,4,fx-n,fx,water_sink.wav,"light,sink,water",Water running into a bathroom sink.,0.5866267681121826,1,0
72810,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72810.npy,c:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72810.npy,3,ss-s,ss,Signal-04.aif,"dark,synth,tonal",signal sound for a dark soundscape,0.22154060006141663,0,0
