uploader,n,same_class_rate,same_top_class_rate,mean_classifier_confidence,mean_provided_class_probability,dominant_class
9voltfan,1,1.0,1.0,0.7136053,0.7136053,fx-h
Aemyn,1,1.0,1.0,0.8571497,0.8571497,ss-u
Aesnas,1,1.0,1.0,0.58104885,0.58104885,fx-h
Afro408,1,1.0,1.0,0.83864594,0.83864594,ss-n
AlanFlores02,1,1.0,1.0,0.9718091,0.9718091,fx-o
AlexSar54,1,1.0,1.0,0.81041354,0.81041354,fx-a
AlfredHitch,1,1.0,1.0,0.91920316,0.91920316,fx-h
Algy336,1,1.0,1.0,0.74422336,0.74422336,fx-n
AlpaslanKaraarslan,1,1.0,1.0,0.97888565,0.97888565,fx-o
AmenBreakGuy,1,1.0,1.0,0.9788972,0.9788972,m-sp
Amenia,1,1.0,1.0,0.9850048,0.9850048,fx-o
Amina_Koyim,1,1.0,1.0,0.69981134,0.69981134,fx-h
AndRaySound,1,1.0,1.0,0.78230256,0.78230256,m-m
AndreiaSSilva35,1,1.0,1.0,0.6995367,0.6995367,ss-u
AndreyPsyche,1,1.0,1.0,0.91736174,0.91736174,m-si
Andygun11,1,1.0,1.0,0.85384196,0.85384196,fx-el
AnneCad,1,1.0,1.0,0.69085085,0.69085085,ss-u
AnonymousMusicCreator,1,1.0,1.0,0.98808956,0.98808956,m-sp
Anskukisu64,1,1.0,1.0,0.9922822,0.9922822,fx-o
ArayaRay,1,1.0,1.0,0.4756133,0.4756133,fx-h
ArcticWanderer,1,1.0,1.0,0.5908766,0.5908766,fx-a
AstraPLanetshine,1,1.0,1.0,0.52288556,0.52288556,fx-m
Atapac,1,1.0,1.0,0.7860389,0.7860389,m-m
AudioWay,1,1.0,1.0,0.97022295,0.97022295,m-m
Ausseles,1,1.0,1.0,0.77170634,0.77170634,ss-n
Azrael1905,1,1.0,1.0,0.6531434,0.6531434,ss-n
BNJMH,1,1.0,1.0,0.87138176,0.87138176,sp-s
BNJMHALT,1,1.0,1.0,0.90194166,0.90194166,fx-v
BPE-Sound,1,1.0,1.0,0.9644971,0.9644971,sp-s
BananaBread_V2,1,1.0,1.0,0.995005,0.995005,fx-o
Benthran,1,1.0,1.0,0.52222836,0.52222836,fx-h
BetelEduar,1,1.0,1.0,0.9630416,0.9630416,m-sp
Bigvegie,1,1.0,1.0,0.8733633,0.8733633,m-m
BillyPalmer,1,1.0,1.0,0.99304074,0.99304074,fx-o
BlondPanda,1,1.0,1.0,0.9833129,0.9833129,fx-o
Bluebird28,1,1.0,1.0,0.65412176,0.65412176,sp-c
Bobisboi,1,1.0,1.0,0.6399483,0.6399483,sp-s
BodziJun,1,1.0,1.0,0.48423228,0.48423228,fx-v
Borgory,1,1.0,1.0,0.85599315,0.85599315,fx-n
Brother Barrabas,1,1.0,1.0,0.4283313,0.4283313,fx-h
BullRhino,1,1.0,1.0,0.99018633,0.99018633,fx-o
Bust64,1,1.0,1.0,0.94025487,0.94025487,fx-el
C.O.S,1,1.0,1.0,0.9934389,0.9934389,is-p
CIPEN,1,1.0,1.0,0.549003,0.549003,m-m
CamDoesFreeSound,1,1.0,1.0,0.9948034,0.9948034,fx-h
Camilo_Esp,1,1.0,1.0,0.97435457,0.97435457,fx-o
Charlee-Vonlinsowe,1,1.0,1.0,0.8628642,0.8628642,m-m
ClaytonitaW,1,1.0,1.0,0.58673036,0.58673036,fx-m
CodFreeSound,1,1.0,1.0,0.43220234,0.43220234,fx-h
CollectionOfMemories,1,1.0,1.0,0.9893198,0.9893198,m-si
CorentinGazon,1,1.0,1.0,0.96238106,0.96238106,m-m
Cosmicblaz3,1,1.0,1.0,0.88758165,0.88758165,m-m
Countrygirls13,1,1.0,1.0,0.86782396,0.86782396,m-m
CozyWatch,1,1.0,1.0,0.5944313,0.5944313,fx-h
CrashBulb,1,1.0,1.0,0.9874977,0.9874977,m-m
CromaticStrok,1,1.0,1.0,0.99602854,0.99602854,fx-o
CrossFX,1,1.0,1.0,0.7541194,0.7541194,fx-v
D-Bil,1,1.0,1.0,0.9737568,0.9737568,fx-h
DJKaren,1,1.0,1.0,0.82200164,0.82200164,fx-o
DVT1-4,1,1.0,1.0,0.80261153,0.80261153,sp-s
DXMetallist,1,1.0,1.0,0.8219075,0.8219075,is-p
DanJFilms,1,1.0,1.0,0.5594155,0.5594155,fx-ex
DavidKroft,1,1.0,1.0,0.9536036,0.9536036,fx-o
Deamamaranto,1,1.0,1.0,0.81064475,0.81064475,fx-o
DenisPavlovMusic,1,1.0,1.0,0.9795084,0.9795084,m-m
Deterrorate,1,1.0,1.0,0.7957415,0.7957415,ss-s
Dev-MC,1,1.0,1.0,0.8182437,0.8182437,fx-a
Devcatt,1,1.0,1.0,0.98228806,0.98228806,fx-h
Didicekmilacek,1,1.0,1.0,0.79517144,0.79517144,fx-h
Didut,1,1.0,1.0,0.9950651,0.9950651,fx-o
DkMrouney,1,1.0,1.0,0.92803824,0.92803824,ss-n
Dnikkkita,1,1.0,1.0,0.8927654,0.8927654,m-m
Dominator-Ice,1,1.0,1.0,0.943848,0.943848,m-m
DoubleDOvertheHill,1,1.0,1.0,0.9449018,0.9449018,m-m
Drude_Aviaja,1,1.0,1.0,0.5710348,0.5710348,sp-s
Eino.Leino,1,1.0,1.0,0.95011675,0.95011675,ss-n
EivindH16,1,1.0,1.0,0.9263461,0.9263461,fx-o
Elona_11,1,1.0,1.0,0.9812207,0.9812207,fx-h
Emeraldmakesstuff__,1,1.0,1.0,0.78616107,0.78616107,fx-m
Enchanting_bluecanary,1,1.0,1.0,0.63973856,0.63973856,fx-a
EndruZother,1,1.0,1.0,0.8089768,0.8089768,fx-h
EpicRobot25,1,1.0,1.0,0.403692,0.403692,fx-h
Epicsoundeffects1,1,1.0,1.0,0.99545896,0.99545896,fx-o
EugenioMonegasco77,1,1.0,1.0,0.64717233,0.64717233,m-si
EvaDj,1,1.0,1.0,0.972532,0.972532,ss-u
EverydayEldritch,1,1.0,1.0,0.95384043,0.95384043,fx-h
Exder,1,1.0,1.0,0.76284087,0.76284087,ss-n
Fabobert,1,1.0,1.0,0.6980947,0.6980947,fx-h
Felfa,1,1.0,1.0,0.91248,0.91248,fx-el
Felipe Chagas,1,1.0,1.0,0.9589225,0.9589225,m-si
Fenodyrie,1,1.0,1.0,0.91883075,0.91883075,is-w
FirstContact24,1,1.0,1.0,0.8514794,0.8514794,m-m
Fupicat,1,1.0,1.0,0.46889362,0.46889362,fx-el
FuzzyTuesday,1,1.0,1.0,0.91437596,0.91437596,fx-ex
GameDevSpence,1,1.0,1.0,0.42788547,0.42788547,fx-h
Garuda1982,1,1.0,1.0,0.4469368,0.4469368,ss-u
Geruhn,1,1.0,1.0,0.98062336,0.98062336,fx-h
GianlucaYornet,1,1.0,1.0,0.63209975,0.63209975,ss-n
Glitch_Hun+er,1,1.0,1.0,0.7654528,0.7654528,fx-h
Gombar_Bendeguz,1,1.0,1.0,0.9765751,0.9765751,ss-n
GoodmanIsDead,1,1.0,1.0,0.9939977,0.9939977,fx-o
Greg_Surr,1,1.0,1.0,0.932528,0.932528,ss-n
GregorQuendel,1,1.0,1.0,0.9592169,0.9592169,m-si
HaJoNiMa55,1,1.0,1.0,0.715332,0.715332,ss-n
Headphaze,1,1.0,1.0,0.30549932,0.30549932,is-e
Heartstring_Virtuoso,1,1.0,1.0,0.5007208,0.5007208,is-w
Heatherfquinn,1,1.0,1.0,0.55369383,0.55369383,ss-u
HoloDOOMy,1,1.0,1.0,0.58413136,0.58413136,fx-o
Humankind_01,1,1.0,1.0,0.7525145,0.7525145,fx-h
Hushroom,1,1.0,1.0,0.7746986,0.7746986,fx-o
Hydrophant6,1,1.0,1.0,0.9169772,0.9169772,ss-u
IS250581,1,1.0,1.0,0.9345654,0.9345654,is-k
IceburgMO,1,1.0,1.0,0.621467,0.621467,fx-v
Idkyimhere91,1,1.0,1.0,0.9666001,0.9666001,fx-h
InAvision,1,1.0,1.0,0.7748107,0.7748107,ss-s
Ivan_Aleksandrov,1,1.0,1.0,0.80455685,0.80455685,m-si
JOEYYAH,1,1.0,1.0,0.7256314,0.7256314,fx-o
Jaanfreesound,1,1.0,1.0,0.5290971,0.5290971,fx-h
JeanetteDominguez,1,1.0,1.0,0.58625543,0.58625543,ss-n
Jeb_1232,1,1.0,1.0,0.8499502,0.8499502,fx-o
Jimbo16x,1,1.0,1.0,0.83610374,0.83610374,fx-a
John-Hinge,1,1.0,1.0,0.9481637,0.9481637,ss-s
JohnSmithisagoodchap,1,1.0,1.0,0.7208893,0.7208893,m-m
Johnnyquid64,1,1.0,1.0,0.69852793,0.69852793,fx-h
JotrainG,1,1.0,1.0,0.97229767,0.97229767,fx-m
Jules6082,1,1.0,1.0,0.9023361,0.9023361,fx-o
K.G.87,1,1.0,1.0,0.6200756,0.6200756,ss-u
Kataoneon,1,1.0,1.0,0.7971922,0.7971922,ss-n
Kenneth_Larsen,1,1.0,1.0,0.98092663,0.98092663,fx-h
KevinMazzo,1,1.0,1.0,0.99125564,0.99125564,fx-o
Kibitzkk,1,1.0,1.0,0.98396873,0.98396873,fx-h
KingMichaelKuchta,1,1.0,1.0,0.84344804,0.84344804,m-sp
KitsuneFaroe,1,1.0,1.0,0.7462168,0.7462168,fx-el
KoProLoL15,1,1.0,1.0,0.6464817,0.6464817,sp-s
Kronek9,1,1.0,1.0,0.75104827,0.75104827,m-m
Kylozt,1,1.0,1.0,0.9406473,0.9406473,ss-u
LacyJubb,1,1.0,1.0,0.6716891,0.6716891,fx-el
Lanvary,1,1.0,1.0,0.94157726,0.94157726,ss-n
Larsverm,1,1.0,1.0,0.977826,0.977826,fx-o
LatteSilasGuy,1,1.0,1.0,0.4446693,0.4446693,fx-ex
LausitzerRhythmen,1,1.0,1.0,0.56450546,0.56450546,ss-u
Leoblink,1,1.0,1.0,0.94639254,0.94639254,fx-el
Leonardmedia.nl,1,1.0,1.0,0.9927074,0.9927074,sp-s
Liammm_03,1,1.0,1.0,0.9782958,0.9782958,fx-h
Lightfoot402,1,1.0,1.0,0.963802,0.963802,m-si
LittleRainySeasons,1,1.0,1.0,0.958238,0.958238,fx-o
LiyahMackenzie,1,1.0,1.0,0.8472725,0.8472725,m-m
Louswan,1,1.0,1.0,0.84422505,0.84422505,m-m
LulSayer,1,1.0,1.0,0.78543514,0.78543514,m-m
LumaEros,1,1.0,1.0,0.5581266,0.5581266,fx-a
MZehta,1,1.0,1.0,0.78807527,0.78807527,ss-u
MaelHJ,1,1.0,1.0,0.79409534,0.79409534,sp-c
MaeveDur,1,1.0,1.0,0.37113503,0.37113503,ss-u
Mafalda1973,1,1.0,1.0,0.7795086,0.7795086,ss-u
Maison440,1,1.0,1.0,0.6030121,0.6030121,fx-o
Makkeroni2l,1,1.0,1.0,0.9461795,0.9461795,m-m
Malachad,1,1.0,1.0,0.6136266,0.6136266,ss-u
Mania_,1,1.0,1.0,0.99301225,0.99301225,fx-o
Manu593,1,1.0,1.0,0.92981833,0.92981833,ss-n
MarinaDCI,1,1.0,1.0,0.9864615,0.9864615,fx-h
Matteo.LP,1,1.0,1.0,0.66891277,0.66891277,ss-n
MeeMd1c,1,1.0,1.0,0.96127474,0.96127474,fx-o
Meenfil,1,1.0,1.0,0.81425107,0.81425107,ss-i
Meepmorp_,1,1.0,1.0,0.54633486,0.54633486,fx-v
Miljan,1,1.0,1.0,0.76593137,0.76593137,sp-s
MirandaER,1,1.0,1.0,0.8571099,0.8571099,fx-o
Mishow0,1,1.0,1.0,0.9916309,0.9916309,fx-o
MorenaLuz,1,1.0,1.0,0.98853815,0.98853815,fx-o
MrGungus,1,1.0,1.0,0.8053734,0.8053734,fx-h
MreFF,1,1.0,1.0,0.9459416,0.9459416,m-m
Mxsmanic,1,1.0,1.0,0.9545342,0.9545342,ss-u
Mystycita,1,1.0,1.0,0.47761422,0.47761422,fx-h
Nandagopan.P,1,1.0,1.0,0.46239796,0.46239796,fx-a
Nicolec77,1,1.0,1.0,0.9697298,0.9697298,fx-m
Nielsvdb,1,1.0,1.0,0.87301075,0.87301075,ss-s
NotSoCoolCatDog,1,1.0,1.0,0.9648775,0.9648775,fx-h
OK_Run,1,1.0,1.0,0.9690253,0.9690253,ss-u
Ola_derp,1,1.0,1.0,0.93860817,0.93860817,ss-u
Omniglot,1,1.0,1.0,0.8942851,0.8942851,ss-n
OnlyOz,1,1.0,1.0,0.98158723,0.98158723,fx-o
Ophsset,1,1.0,1.0,0.70573586,0.70573586,fx-v
Oranexists,1,1.0,1.0,0.9852002,0.9852002,m-sp
Ovoid_Ignoble,1,1.0,1.0,0.70135844,0.70135844,fx-el
PCM-D100,1,1.0,1.0,0.68298876,0.68298876,ss-u
PLB606,1,1.0,1.0,0.70412344,0.70412344,is-s
Padmore007,1,1.0,1.0,0.8693269,0.8693269,sp-s
PaladinVII,1,1.0,1.0,0.94085515,0.94085515,fx-h
Pasha_Shishkov,1,1.0,1.0,0.4150362,0.4150362,ss-n
PatrickTomala,1,1.0,1.0,0.94072217,0.94072217,ss-u
PerryKash,1,1.0,1.0,0.37925205,0.37925205,fx-el
PertanDelin,1,1.0,1.0,0.3451912,0.3451912,fx-ex
PierreMadre,1,1.0,1.0,0.73051846,0.73051846,ss-u
PiesHelpfulOven,1,1.0,1.0,0.94810313,0.94810313,fx-el
Pimnapat,1,1.0,1.0,0.7908591,0.7908591,ss-n
PlagueDoctorCrow,1,1.0,1.0,0.9751538,0.9751538,fx-n
PlagueObbyYT,1,1.0,1.0,0.5655618,0.5655618,m-si
Plonkapple,1,1.0,1.0,0.86316,0.86316,m-si
PonyStew,1,1.0,1.0,0.98722917,0.98722917,fx-o
Popsnip,1,1.0,1.0,0.54945457,0.54945457,fx-h
Prerana.S,1,1.0,1.0,0.48260316,0.48260316,ss-u
PyroFox31,1,1.0,1.0,0.50223553,0.50223553,m-m
Quienley,1,1.0,1.0,0.5355521,0.5355521,fx-el
Quonux,1,1.0,1.0,0.5548202,0.5548202,fx-ex
R74n,1,1.0,1.0,0.59279364,0.59279364,m-m
RAC-3,1,1.0,1.0,0.971813,0.971813,ss-n
RabMusicLab,1,1.0,1.0,0.80180883,0.80180883,ss-n
RabidDave,1,1.0,1.0,0.77776206,0.77776206,ss-u
RafMOL,1,1.0,1.0,0.562923,0.562923,fx-h
Raimonaloveskoreancock,1,1.0,1.0,0.82687837,0.82687837,fx-h
Ram_boli,1,1.0,1.0,0.99340403,0.99340403,fx-o
Rao2021,1,1.0,1.0,0.95041883,0.95041883,fx-n
RayRayGaming,1,1.0,1.0,0.8144048,0.8144048,fx-o
Reid.p,1,1.0,1.0,0.9947128,0.9947128,fx-o
Repeal,1,1.0,1.0,0.7361384,0.7361384,fx-v
Rewox,1,1.0,1.0,0.8119663,0.8119663,fx-o
Robhog,1,1.0,1.0,0.59584254,0.59584254,m-m
Robmtzb,1,1.0,1.0,0.99599105,0.99599105,fx-o
RoseWatson,1,1.0,1.0,0.85700214,0.85700214,ss-u
Rsessie,1,1.0,1.0,0.7449237,0.7449237,fx-o
S4nny,1,1.0,1.0,0.86651325,0.86651325,ss-n
SKáTé,1,1.0,1.0,0.8627132,0.8627132,fx-o
SOVERTKAN069,1,1.0,1.0,0.9040481,0.9040481,m-sp
Saladsounds,1,1.0,1.0,0.94917154,0.94917154,fx-n
Sample_Me,1,1.0,1.0,0.6852526,0.6852526,sp-s
Sannevdberg,1,1.0,1.0,0.65776193,0.65776193,ss-u
Serius369,1,1.0,1.0,0.58344567,0.58344567,ss-n
ShadozerFoggy,1,1.0,1.0,0.7631453,0.7631453,fx-el
ShyGuy98,1,1.0,1.0,0.9550136,0.9550136,fx-o
Siebbi,1,1.0,1.0,0.7477846,0.7477846,ss-u
Sigmund Goid,1,1.0,1.0,0.81352454,0.81352454,fx-ex
SlimThick,1,1.0,1.0,0.9433672,0.9433672,fx-h
SolBeatpro,1,1.0,1.0,0.50676525,0.50676525,ss-n
SoloSound32,1,1.0,1.0,0.895329,0.895329,m-si
SonOfTheSinfull,1,1.0,1.0,0.9682496,0.9682496,m-m
SonosFreesound,1,1.0,1.0,0.29103667,0.29103667,fx-el
Soparnik,1,1.0,1.0,0.9939102,0.9939102,fx-o
SoundLibraryAssignment,1,1.0,1.0,0.93459576,0.93459576,fx-o
SoundStudiesX,1,1.0,1.0,0.96989477,0.96989477,fx-h
Sound_Ocean,1,1.0,1.0,0.99653256,0.99653256,fx-o
SoundsBeingCool,1,1.0,1.0,0.97011775,0.97011775,fx-o
Sounds_Fab,1,1.0,1.0,0.9939682,0.9939682,fx-h
SownSown,1,1.0,1.0,0.824073,0.824073,fx-o
SpinScissor,1,1.0,1.0,0.99399185,0.99399185,is-p
SpyrosPolitis,1,1.0,1.0,0.99112356,0.99112356,fx-o
Steph_coin_d_etude,1,1.0,1.0,0.9823039,0.9823039,fx-o
SundayRecords,1,1.0,1.0,0.8292254,0.8292254,fx-o
SwagMasterLord,1,1.0,1.0,0.9139315,0.9139315,m-sp
SynthXperiments,1,1.0,1.0,0.9440861,0.9440861,ss-u
Synthiemental,1,1.0,1.0,0.9742128,0.9742128,m-sp
Tadsmart,1,1.0,1.0,0.9020568,0.9020568,sp-s
Takimeko,1,1.0,1.0,0.68493855,0.68493855,fx-h
Tallybally,1,1.0,1.0,0.50454426,0.50454426,fx-o
TeatimeMusic,1,1.0,1.0,0.94635373,0.94635373,sp-s
Tebbitt_gael,1,1.0,1.0,0.87025136,0.87025136,fx-n
Techrul,1,1.0,1.0,0.98098296,0.98098296,fx-o
TeffyD1,1,1.0,1.0,0.9629424,0.9629424,fx-n
TheAcidRomance,1,1.0,1.0,0.9753274,0.9753274,fx-o
TheMrAngelGames584,1,1.0,1.0,0.6472403,0.6472403,ss-s
TheSoapPope,1,1.0,1.0,0.9606614,0.9606614,fx-n
The_Kintsugi,1,1.0,1.0,0.61656225,0.61656225,fx-a
The_Legend_of_xD,1,1.0,1.0,0.9934446,0.9934446,fx-o
ThehiddenDepthMusic,1,1.0,1.0,0.50543225,0.50543225,m-si
TimmyTatw,1,1.0,1.0,0.7068261,0.7068261,ss-n
Tommy6969,1,1.0,1.0,0.6858337,0.6858337,fx-o
Tomrusty,1,1.0,1.0,0.9823402,0.9823402,sp-s
Tony_Cannoli,1,1.0,1.0,0.97215426,0.97215426,fx-el
Tpkmusic,1,1.0,1.0,0.72629815,0.72629815,is-p
TxefoZabala,1,1.0,1.0,0.5723576,0.5723576,ss-u
UNIVXRSE_Music_,1,1.0,1.0,0.8793769,0.8793769,m-m
UncleBarnie,1,1.0,1.0,0.6502849,0.6502849,ss-u
Upslash,1,1.0,1.0,0.7842733,0.7842733,fx-o
Usernomusclegarage,1,1.0,1.0,0.8983471,0.8983471,ss-u
VMaestral,1,1.0,1.0,0.953627,0.953627,m-m
Velpu420,1,1.0,1.0,0.804891,0.804891,m-si
Vicces1212,1,1.0,1.0,0.72718465,0.72718465,fx-ex
Villagecreep,1,1.0,1.0,0.9728646,0.9728646,fx-o
Vinrax,1,1.0,1.0,0.9151207,0.9151207,fx-n
Vospi,1,1.0,1.0,0.9285949,0.9285949,ss-s
Vrgonzalez2,1,1.0,1.0,0.89426863,0.89426863,m-m
WallyDM,1,1.0,1.0,0.9575548,0.9575548,fx-o
Wemo2001,1,1.0,1.0,0.6736241,0.6736241,fx-o
WhyNickk,1,1.0,1.0,0.8570963,0.8570963,fx-a
Wilden26,1,1.0,1.0,0.9926942,0.9926942,fx-h
World_Sound_Bank,1,1.0,1.0,0.55666596,0.55666596,ss-u
X3SB,1,1.0,1.0,0.77591866,0.77591866,fx-o
XanTheRock,1,1.0,1.0,0.9769454,0.9769454,m-m
Yoshicakes77,1,1.0,1.0,0.2398769,0.2398769,fx-el
Zloubi,1,1.0,1.0,0.9517498,0.9517498,ss-n
a1exc00n3y,1,1.0,1.0,0.82075644,0.82075644,ss-n
aasd2,1,1.0,1.0,0.74145806,0.74145806,fx-o
accademy,1,1.0,1.0,0.88443565,0.88443565,is-p
adwasd3dwafewedawrfede,1,1.0,1.0,0.8430456,0.8430456,fx-v
agaisgsbs,1,1.0,1.0,0.9032444,0.9032444,fx-o
akaa512,1,1.0,1.0,0.8066064,0.8066064,fx-a
alex.alvarez77,1,1.0,1.0,0.96995956,0.96995956,m-si
aloeville,1,1.0,1.0,0.9769557,0.9769557,fx-n
ambiotrance,1,1.0,1.0,0.87731504,0.87731504,sp-p
amitbcd,1,1.0,1.0,0.82119817,0.82119817,m-m
ana43263466234,1,1.0,1.0,0.98995286,0.98995286,fx-o
andrixb,1,1.0,1.0,0.77064186,0.77064186,ss-u
andypowrie,1,1.0,1.0,0.9730631,0.9730631,m-sp
aobowser,1,1.0,1.0,0.70126975,0.70126975,fx-h
applepeye,1,1.0,1.0,0.60446024,0.60446024,fx-a
aquasupreme,1,1.0,1.0,0.97295266,0.97295266,m-m
ari__inez,1,1.0,1.0,0.5719101,0.5719101,m-si
arnolambert,1,1.0,1.0,0.45350438,0.45350438,fx-a
atleastrelatively,1,1.0,1.0,0.717036,0.717036,fx-o
azuz6778,1,1.0,1.0,0.98029834,0.98029834,fx-h
balloonhead,1,1.0,1.0,0.9501125,0.9501125,sp-s
balz,1,1.0,1.0,0.42864895,0.42864895,ss-u
barcelonetasonora,1,1.0,1.0,0.48104376,0.48104376,ss-u
barking_cloud,1,1.0,1.0,0.3604955,0.3604955,ss-i
barryshamir,1,1.0,1.0,0.40144578,0.40144578,fx-v
basarunder,1,1.0,1.0,0.9867104,0.9867104,fx-o
beautifuldaymonster1968,1,1.0,1.0,0.9937029,0.9937029,fx-h
beire,1,1.0,1.0,0.89107335,0.89107335,fx-v
bestkyle,1,1.0,1.0,0.989638,0.989638,fx-o
bez_epikk,1,1.0,1.0,0.988598,0.988598,fx-h
bigbadbowman95,1,1.0,1.0,0.9898632,0.9898632,fx-o
bilal.techie,1,1.0,1.0,0.98342246,0.98342246,fx-o
birdOfTheNorth,1,1.0,1.0,0.92540866,0.92540866,fx-o
blerp4,1,1.0,1.0,0.7629572,0.7629572,fx-n
brow3mr,1,1.0,1.0,0.49967742,0.49967742,ss-i
bzakirasantjago,1,1.0,1.0,0.35563773,0.35563773,fx-ex
caden_rich,1,1.0,1.0,0.98355067,0.98355067,fx-o
caiogracco,1,1.0,1.0,0.98772943,0.98772943,fx-o
calino13,1,1.0,1.0,0.79082024,0.79082024,fx-a
casexman,1,1.0,1.0,0.9628741,0.9628741,fx-h
caseyopstad,1,1.0,1.0,0.49429464,0.49429464,ss-u
cervidstudios,1,1.0,1.0,0.62745446,0.62745446,m-m
chacamero,1,1.0,1.0,0.7185326,0.7185326,fx-h
charlieshread,1,1.0,1.0,0.79366386,0.79366386,fx-v
chocojebus,1,1.0,1.0,0.7172341,0.7172341,fx-a
cindy_vberkel,1,1.0,1.0,0.9902218,0.9902218,fx-o
clawback,1,1.0,1.0,0.85807216,0.85807216,ss-n
claywh,1,1.0,1.0,0.6636696,0.6636696,fx-n
concert4composer-performer,1,1.0,1.0,0.93313825,0.93313825,m-m
contra-sigma,1,1.0,1.0,0.9065069,0.9065069,m-si
coolboyminions,1,1.0,1.0,0.9754243,0.9754243,fx-m
cordutie,1,1.0,1.0,0.9733925,0.9733925,m-si
crackedlilith,1,1.0,1.0,0.9966672,0.9966672,fx-h
cy_kurzkurz,1,1.0,1.0,0.8784971,0.8784971,fx-o
damusicman29,1,1.0,1.0,0.9783104,0.9783104,fx-o
danf94924,1,1.0,1.0,0.88401014,0.88401014,fx-a
danluxradium,1,1.0,1.0,0.7904002,0.7904002,fx-o
danroka,1,1.0,1.0,0.7973593,0.7973593,fx-v
dareumfield,1,1.0,1.0,0.8583048,0.8583048,ss-n
daubenysys,1,1.0,1.0,0.8427955,0.8427955,ss-i
deus é mais,1,1.0,1.0,0.8557911,0.8557911,fx-o
dfeuer1,1,1.0,1.0,0.74894816,0.74894816,ss-i
dheerajvirgo,1,1.0,1.0,0.8295614,0.8295614,fx-o
dlf2025,1,1.0,1.0,0.8700606,0.8700606,sp-p
dmiuccio,1,1.0,1.0,0.9965866,0.9965866,is-p
doctreez,1,1.0,1.0,0.9783081,0.9783081,fx-h
doppido01,1,1.0,1.0,0.99441594,0.99441594,fx-o
dreadmtl,1,1.0,1.0,0.9437693,0.9437693,ss-u
droog71,1,1.0,1.0,0.9680931,0.9680931,m-m
dudermr,1,1.0,1.0,0.99357826,0.99357826,fx-o
dwswords,1,1.0,1.0,0.94094676,0.94094676,fx-o
dxe10,1,1.0,1.0,0.9453417,0.9453417,m-si
eZZin,1,1.0,1.0,0.38844463,0.38844463,fx-a
edenrosesound,1,1.0,1.0,0.9849621,0.9849621,fx-o
edgardomoreno,1,1.0,1.0,0.9730929,0.9730929,fx-o
ejarz,1,1.0,1.0,0.64435446,0.64435446,ss-s
elBaygo,1,1.0,1.0,0.9321025,0.9321025,m-si
eloquentsleep,1,1.0,1.0,0.8899163,0.8899163,ss-u
epik0909YT,1,1.0,1.0,0.95892,0.95892,fx-h
esmelane,1,1.0,1.0,0.9937186,0.9937186,fx-o
everydamnjim,1,1.0,1.0,0.93609506,0.93609506,fx-m
evghenifloca,1,1.0,1.0,0.8560339,0.8560339,fx-h
evi1r0n,1,1.0,1.0,0.6486087,0.6486087,sp-c
fcochaux,1,1.0,1.0,0.65982383,0.65982383,ss-n
ferbert15,1,1.0,1.0,0.7756239,0.7756239,ss-u
fhauser1,1,1.0,1.0,0.61920923,0.61920923,ss-u
filo123,1,1.0,1.0,0.994713,0.994713,fx-o
flyingwoofer,1,1.0,1.0,0.5114754,0.5114754,fx-el
fracececa,1,1.0,1.0,0.6084041,0.6084041,ss-i
framooger,1,1.0,1.0,0.9652402,0.9652402,ss-n
franckwalden,1,1.0,1.0,0.9918377,0.9918377,fx-o
fredlevay,1,1.0,1.0,0.904908,0.904908,fx-o
freemaster2,1,1.0,1.0,0.74424404,0.74424404,fx-v
fruitcore,1,1.0,1.0,0.8415686,0.8415686,ss-u
fujimoto_sound,1,1.0,1.0,0.92211944,0.92211944,ss-n
gajoob,1,1.0,1.0,0.9660165,0.9660165,fx-m
ganapataye,1,1.0,1.0,0.5366289,0.5366289,ss-i
gerarddolan,1,1.0,1.0,0.95871365,0.95871365,sp-p
giacomoagnetti,1,1.0,1.0,0.70541114,0.70541114,ss-n
giovannipachera,1,1.0,1.0,0.7942441,0.7942441,m-m
gloggyboggler,1,1.0,1.0,0.9867054,0.9867054,fx-o
gokalp_gonen,1,1.0,1.0,0.9158381,0.9158381,ss-u
gothpsychopath,1,1.0,1.0,0.6410194,0.6410194,fx-o
gtrempe,1,1.0,1.0,0.9849207,0.9849207,fx-h
guitarman2133,1,1.0,1.0,0.9728255,0.9728255,m-si
hahahawindy,1,1.0,1.0,0.6048256,0.6048256,fx-o
handm_sound,1,1.0,1.0,0.97511035,0.97511035,fx-h
hermidnightsin,1,1.0,1.0,0.97558653,0.97558653,fx-h
hobomechanistic,1,1.0,1.0,0.9504905,0.9504905,fx-h
horizon7006,1,1.0,1.0,0.7248822,0.7248822,fx-h
houseluna,1,1.0,1.0,0.99813735,0.99813735,is-p
howardai,1,1.0,1.0,0.6090354,0.6090354,ss-i
huqing007,1,1.0,1.0,0.81944656,0.81944656,fx-n
i.spread.misinformatiom,1,1.0,1.0,0.97836334,0.97836334,fx-o
iampatrick,1,1.0,1.0,0.84581536,0.84581536,fx-h
iiyz,1,1.0,1.0,0.8913466,0.8913466,ss-n
ijustwannanut,1,1.0,1.0,0.9776621,0.9776621,fx-h
illa_studios_2025,1,1.0,1.0,0.73504704,0.73504704,fx-n
impellerpress,1,1.0,1.0,0.91343117,0.91343117,ss-n
incidentallymindless,1,1.0,1.0,0.6906003,0.6906003,m-m
isabela.mc,1,1.0,1.0,0.98132676,0.98132676,fx-h
