index,audio_emb_filepath,text_emb_filepath,top_class,top_class_idx,class,class_idx
77742,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\77742.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\77742.npy,fx,3,fx-o,11
246782,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\246782.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\246782.npy,is,1,is-s,4
343969,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\343969.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\343969.npy,fx,3,fx-h,14
153657,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\153657.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\153657.npy,is,1,is-s,4
351173,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\351173.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\351173.npy,fx,3,fx-h,14
222324,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\222324.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\222324.npy,is,1,is-p,3
119658,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\119658.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\119658.npy,is,1,is-w,5
343928,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\343928.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\343928.npy,fx,3,fx-a,15
10971,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\10971.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\10971.npy,is,1,is-p,3
64743,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\64743.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\64743.npy,m,0,m-si,1
386106,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\386106.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\386106.npy,fx,3,fx-o,11
214697,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\214697.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\214697.npy,m,0,m-si,1
37361,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\37361.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\37361.npy,ss,4,ss-n,19
13050,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\13050.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\13050.npy,m,0,m-si,1
248176,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\248176.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\248176.npy,is,1,is-s,4
59303,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\59303.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\59303.npy,fx,3,fx-h,14
387957,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\387957.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\387957.npy,fx,3,fx-o,11
133230,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\133230.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\133230.npy,fx,3,fx-a,15
223280,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\223280.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\223280.npy,fx,3,fx-n,16
161686,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\161686.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\161686.npy,fx,3,fx-n,16
214623,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\214623.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\214623.npy,m,0,m-si,1
374117,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\374117.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\374117.npy,is,1,is-w,5
334100,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\334100.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\334100.npy,m,0,m-si,1
382220,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\382220.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\382220.npy,m,0,m-m,2
67199,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\67199.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\67199.npy,ss,4,ss-s,22
410642,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\410642.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\410642.npy,is,1,is-p,3
268128,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\268128.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\268128.npy,fx,3,fx-o,11
83996,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\83996.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\83996.npy,is,1,is-p,3
277103,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\277103.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\277103.npy,is,1,is-k,6
104634,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\104634.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\104634.npy,ss,4,ss-u,21
358793,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358793.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358793.npy,is,1,is-w,5
56294,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\56294.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\56294.npy,fx,3,fx-n,16
334588,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\334588.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\334588.npy,fx,3,fx-o,11
115504,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\115504.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\115504.npy,fx,3,fx-o,11
357175,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\357175.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\357175.npy,is,1,is-w,5
415371,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\415371.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\415371.npy,is,1,is-s,4
147944,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\147944.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\147944.npy,ss,4,ss-u,21
231265,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\231265.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\231265.npy,fx,3,fx-n,16
153599,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\153599.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\153599.npy,is,1,is-s,4
27927,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\27927.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\27927.npy,fx,3,fx-n,16
115221,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\115221.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\115221.npy,m,0,m-sp,0
37178,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\37178.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\37178.npy,fx,3,fx-o,11
151285,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\151285.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\151285.npy,fx,3,fx-n,16
180542,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\180542.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\180542.npy,fx,3,fx-n,16
152939,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\152939.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\152939.npy,m,0,m-sp,0
21621,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\21621.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\21621.npy,fx,3,fx-ex,17
161235,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\161235.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\161235.npy,m,0,m-sp,0
40846,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\40846.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\40846.npy,sp,2,sp-s,8
84574,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\84574.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\84574.npy,m,0,m-si,1
372631,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\372631.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\372631.npy,is,1,is-w,5
35140,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\35140.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\35140.npy,fx,3,fx-a,15
353103,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\353103.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\353103.npy,fx,3,fx-h,14
157280,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\157280.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\157280.npy,ss,4,ss-n,19
127446,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\127446.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\127446.npy,is,1,is-e,7
356790,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\356790.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\356790.npy,is,1,is-w,5
87130,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\87130.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\87130.npy,ss,4,ss-u,21
246671,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\246671.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\246671.npy,is,1,is-w,5
86434,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86434.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86434.npy,sp,2,sp-s,8
391842,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\391842.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\391842.npy,fx,3,fx-o,11
156602,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\156602.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\156602.npy,fx,3,fx-o,11
183645,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\183645.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\183645.npy,m,0,m-sp,0
239671,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\239671.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\239671.npy,is,1,is-s,4
59450,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\59450.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\59450.npy,ss,4,ss-n,19
16430,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\16430.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\16430.npy,sp,2,sp-s,8
347719,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\347719.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\347719.npy,is,1,is-p,3
58501,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\58501.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\58501.npy,fx,3,fx-a,15
73108,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\73108.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\73108.npy,ss,4,ss-u,21
327915,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\327915.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\327915.npy,fx,3,fx-o,11
320394,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\320394.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\320394.npy,fx,3,fx-o,11
48322,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\48322.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\48322.npy,is,1,is-s,4
13856,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\13856.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\13856.npy,is,1,is-p,3
65339,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\65339.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\65339.npy,ss,4,ss-u,21
154097,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\154097.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\154097.npy,is,1,is-w,5
188629,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\188629.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\188629.npy,fx,3,fx-o,11
222222,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\222222.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\222222.npy,is,1,is-p,3
84867,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\84867.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\84867.npy,is,1,is-p,3
159543,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\159543.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\159543.npy,fx,3,fx-v,12
132987,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\132987.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\132987.npy,is,1,is-p,3
368509,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\368509.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\368509.npy,is,1,is-w,5
24365,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\24365.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\24365.npy,fx,3,fx-m,13
119385,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\119385.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\119385.npy,is,1,is-w,5
130733,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\130733.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\130733.npy,sp,2,sp-p,10
394909,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\394909.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\394909.npy,fx,3,fx-o,11
31346,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\31346.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\31346.npy,sp,2,sp-p,10
58063,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\58063.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\58063.npy,is,1,is-s,4
217740,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\217740.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\217740.npy,sp,2,sp-s,8
4052,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\4052.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\4052.npy,sp,2,sp-s,8
358392,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358392.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358392.npy,is,1,is-w,5
164367,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\164367.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\164367.npy,sp,2,sp-p,10
111032,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\111032.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\111032.npy,ss,4,ss-n,19
127440,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\127440.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\127440.npy,fx,3,fx-n,16
86837,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86837.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86837.npy,m,0,m-sp,0
95814,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\95814.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\95814.npy,sp,2,sp-c,9
124720,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\124720.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\124720.npy,fx,3,fx-n,16
177804,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\177804.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\177804.npy,m,0,m-sp,0
146217,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\146217.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\146217.npy,fx,3,fx-m,13
40049,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\40049.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\40049.npy,m,0,m-si,1
30041,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\30041.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\30041.npy,fx,3,fx-h,14
164385,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\164385.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\164385.npy,ss,4,ss-u,21
120970,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\120970.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\120970.npy,m,0,m-si,1
337236,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\337236.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\337236.npy,fx,3,fx-o,11
31940,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\31940.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\31940.npy,m,0,m-sp,0
181896,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\181896.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\181896.npy,fx,3,fx-v,12
264376,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\264376.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\264376.npy,fx,3,fx-h,14
326721,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\326721.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\326721.npy,fx,3,fx-o,11
112066,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\112066.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\112066.npy,sp,2,sp-p,10
395296,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\395296.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\395296.npy,fx,3,fx-o,11
95818,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\95818.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\95818.npy,fx,3,fx-n,16
153108,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\153108.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\153108.npy,ss,4,ss-i,20
236505,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\236505.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\236505.npy,sp,2,sp-s,8
9663,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\9663.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\9663.npy,sp,2,sp-s,8
86895,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86895.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86895.npy,m,0,m-si,1
96458,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\96458.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\96458.npy,fx,3,fx-o,11
78840,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\78840.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\78840.npy,fx,3,fx-el,18
246113,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\246113.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\246113.npy,m,0,m-si,1
349403,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\349403.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\349403.npy,ss,4,ss-u,21
13008,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\13008.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\13008.npy,is,1,is-e,7
56552,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\56552.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\56552.npy,fx,3,fx-a,15
117215,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\117215.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\117215.npy,ss,4,ss-u,21
165170,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\165170.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\165170.npy,ss,4,ss-u,21
29157,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\29157.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\29157.npy,fx,3,fx-el,18
24598,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\24598.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\24598.npy,is,1,is-e,7
168671,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\168671.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\168671.npy,fx,3,fx-ex,17
32582,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\32582.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\32582.npy,fx,3,fx-o,11
358276,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358276.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358276.npy,is,1,is-s,4
399048,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\399048.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\399048.npy,is,1,is-e,7
85721,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\85721.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\85721.npy,fx,3,fx-o,11
183635,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\183635.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\183635.npy,m,0,m-sp,0
152689,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\152689.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\152689.npy,is,1,is-p,3
68729,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\68729.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\68729.npy,fx,3,fx-n,16
24984,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\24984.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\24984.npy,fx,3,fx-ex,17
325696,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\325696.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\325696.npy,fx,3,fx-m,13
89113,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\89113.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\89113.npy,ss,4,ss-s,22
3004,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\3004.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\3004.npy,is,1,is-e,7
136263,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\136263.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\136263.npy,m,0,m-m,2
67872,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\67872.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\67872.npy,ss,4,ss-s,22
50775,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\50775.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\50775.npy,fx,3,fx-n,16
164878,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\164878.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\164878.npy,ss,4,ss-n,19
194872,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\194872.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\194872.npy,ss,4,ss-n,19
423009,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\423009.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\423009.npy,fx,3,fx-el,18
